## 0101	シド
1970年生	23.69207
魚をモチーフにしたマスコット	23.432737
多治見市	23.432737
河童をモチーフにしたマスコット	23.432737
やなせたかし	23.432737
内容の精度・確度に欠けている可能性のある記事	23.378052
1964年生	23.378052
出典を必要とする存命人物記事/2014年1月	23.378052
特筆性の基準を満たしていないおそれのある記事/2014年1月	23.378052
架空の団体	23.12518
銀魂の登場人物	23.12518
戦前日本の男性皇族	23.00098
テレビ東京のアナウンサー	23.00098
フリーアナウンサー	23.00098
レプロエンタテインメント	23.00098
兵庫県出身の人物	23.00098
激走!GT	23.00098
神戸女学院大学出身の人物	23.00098
同名の地名	23.00098
日本語の姓	23.00098
1929年生	23.00098
情報の更新が必要とされている項目/2014年	23.00098
かつて存在した日本のソフトウェア会社	23.00098
日本の王 (皇族)	23.00098
日系ブラジル人	23.00098
東久邇宮	23.00098
コンピュータの利用	23.00098
職業	23.00098
お笑い芸人	23.00098
過去の浅井企画所属者	23.00098
かつて存在した日本の出版社	23.00098
かつて存在した東京都の企業	23.00098
お笑い芸人	23.00098
吉本興業	23.00098
日本のお笑いコンビ	23.00098
特筆性の基準を満たしていないおそれのある記事/2009年7月-8月	23.00098
ハロー!プロジェクト関連アルバム	23.00098
真野恵里菜のアルバム	23.00098
プロ野球選手一覧	23.00098
京都アストドリームスの選手	23.00098
日本の美術	23.00098
特筆性の基準を満たしていないおそれのある記事/2013年5月	23.00098
美術	23.00098
携帯電話 (au)	23.00098
## 0128	うつ病
医学	518.5631089999999
精神疾患	477.214895
抗うつ薬	473.309647
存命人物	448.25398
気分障害	344.807589
日本の医学者	315.915582
日本の精神科医	315.907779
薬学	222.52442200000002
精神医学	183.829571
アミン	157.096887
メンタルヘルス	136.482517
Cite doiテンプレート未移植	134.82265
芳香族化合物	112.457798
心理学	109.272733
三環系抗うつ薬	91.29336400000001
東京都出身の人物	89.500102
日本の精神病理学者	87.823776
含窒素複素環式化合物	69.153896
昭和大学の教員	68.772411
東京大学出身の人物	67.446799
臨床心理学	67.152629
アミド	66.79969799999999
心理療法	66.611277
フェノールエーテル	66.24583
科学者	65.521335
日本の心理学者	65.521335
心理学	65.40734
治療	47.812203
双極性障害	47.11882799999999
病気	46.344959
精神薬理学者	46.288247999999996
慶應義塾大学出身の人物	46.116556
国立精神・神経医療研究センターの人物	46.015093
1950年生	45.562401
アメリカ合衆国の精神科医	45.334219000000004
脂肪酸	45.21588
有機塩素化合物	45.122668000000004
ピペラジン	45.122668000000004
精神科医	44.900953
ペンシルベニア大学の教員	44.721638
労働安全	44.625721
有機フッ素化合物	44.440364
神奈川県出身の人物	44.256142
気分安定薬	44.224014
イーライリリー・アンド・カンパニー	43.991874
向精神薬の副作用	43.985657
向精神薬	43.794830000000005
中立的観点に議論ある項目	43.697169
医療問題	43.451119
抗精神病薬	43.41199
精神病理学	43.330448000000004
社会精神医学の研究者	43.168662
思考	43.086878
小説を原作とする映画	42.966406000000006
日本学術会議協力学術研究団体	24.65804
医学系学会	24.65804
大分県出身の人物	24.107277
1937年生	24.107277
帝京大学の教員	24.107277
概日リズム	23.879623
医療	23.725622
愛知県出身の人物	23.57886
宇都宮大学の教員	23.57886
立教大学の教員	23.57886
睡眠	23.497574
エネルギー療法	23.497574
代替医療	23.497574
麻薬	23.475262
神経伝達物質	23.475262
薬学	23.475262
杏林大学の教員	23.460701
国際医療福祉大学の教員	23.460701
1940年生	23.460701
医学	23.3921
愛媛県出身の人物	23.359238
慶應義塾大学の教員	23.359238
言葉を濁した記述のある記事 (誰)/2009年以前	23.314976
医学手引書	23.1565
精神医学分類体系	23.1565
プロビデンス (ロードアイランド州)出身の人物	23.131056
精神療法家	23.131056
アメリカ合衆国の医学者	23.131056
1921年生	23.131056
臨床心理検査	23.084927
検証が求められている記事/2011年	22.846333
オーストラリアの薬理学者	22.827547
1912年生	22.827547
オーストラリアの医師	22.827547
1980年没	22.827547
ビクトリア州の人物	22.827547
含酸素複素環式化合物	22.736626
NNN番組	22.701435
2010年のテレビドラマ	22.701435
国際放映作品	22.701435
テレビ朝日のスペシャルドラマ	22.701435
テレビ番組	22.701435
文学を原作とするテレビドラマ	22.701435
日本テレビのドキュメンタリー番組	22.701435
生理活性物質	22.684582
東洋英和女学院大学の教員	22.655855
横浜市立大学出身の人物	22.655855
1952年生	22.655855
1955年生	22.655855
1945年生	22.655855
埼玉医科大学の教員	22.655855
北里大学の教員	22.655855
群馬大学の教員	22.655855
高知県出身の人物	22.655855
WHOエッセンシャルドラッグ	22.61605
パーソナリティ障害	22.5677
労働災害	22.552315
5月	22.552315
犯罪精神医学の研究者	22.507202
獨協医科大学の教員	22.507202
順天堂大学の教員	22.507202
東北大学出身の人物	22.507202
1962年生	22.507202
尿素	22.386042
ラクタム	22.386042
日本の臨床心理士	22.352673
千葉大学の教員	22.352673
早稲田大学の教員	22.352673
北海道医療大学の教員	22.352673
1951年生	22.352673
大阪府出身の人物	22.352673
説明が求められている文章がある記事	22.343506
画像診断	22.289898
エーテル	22.289883
ナフタレン	22.289883
歌舞伎町	22.252321
東京都の医療機関	22.252321
日本の医療機関 (廃止)	22.252321
特筆性の基準を満たしていないおそれのある記事/2008年	22.252321
アメリカ国立衛生研究所の人物	22.203163
感情	22.181602
価値観	22.162104
オトギリソウ科	22.160501
ハーブ	22.160501
精油	22.160501
京都大学の教員	22.13541
1928年生	22.13541
京都大学出身の人物	22.13541
名古屋大学の教員	22.13541
神戸市出身の人物	22.13541
藤田保健衛生大学の教員	22.13541
東京慈恵会医科大学の教員	22.063759
参照方法	22.063759
1914年生	22.063759
老年精神医学の研究者	22.063759
鳥取大学の教員	22.063759
鹿児島県出身の人物	22.063759
女性生殖器	22.020859
婦人科疾患	22.020859
性科学	22.020859
産育	22.020859
化学	22.005713
企業	21.97293
慶應義塾大学	21.97293
東証マザーズ上場企業	21.97293
鶴岡市の企業	21.97293
覚醒剤	21.9407
ピペリジン	21.9407
酢酸エステル	21.9407
公衆衛生	21.916054
不要な健康管理	21.916054
医療倫理	21.916054
医薬品産業	21.916054
啓発活動	21.916054
神経系に作用する薬	21.880508
塩	21.880508
リチウムの化合物	21.880508
異常心理学	21.834152
睡眠導入剤	21.825233
複素環式化合物	21.825233
ベンゾジオキソール	21.824314
インドール	21.805466
アルカロイド	21.805466
カルボン酸エステル	21.805466
1934年生	21.805466
人間総合科学大学の教員	21.805466
東邦大学の教員	21.805466
日本の内科医	21.805466
出典を必要とする存命人物記事/2011年5月	21.805466
1931年生	21.797663
日本の著作家	21.797663
日本のダンサー	21.74894
1961年生	21.74894
出典を必要とする存命人物記事/2013年1月	21.74894
腫瘍学	21.74894
社交ダンス	21.74894
1953年生	21.74894
徳島県出身の人物	21.74894
児童精神医学の研究者	21.74894
岐阜大学の教員	21.74894
岐阜大学出身の人物	21.74894
人物	21.74894
ベンズアミド	21.606524
ベンゼンスルホンアミド	21.606524
日本の管理栄養士	21.590582
1960年生	21.590582
兵庫県出身の人物	21.590582
皮膚疾患	21.590582
神戸学院大学出身の人物	21.590582
2010年の映画	21.590582
アメリカ合衆国のコメディ映画	21.590582
アメリカ合衆国の青春映画	21.590582
ニューヨーク市を舞台とした映画作品	21.590582
医療機関を舞台とした映画作品	21.590582
自治医科大学の教員	21.590582
自治医科大学出身の人物	21.590582
1942年生	21.590582
アメリカ合衆国の心理学者	21.590582
ニューヨーク州オールバニ出身の人物	21.590582
学者	21.590582
1932年生	21.590582
2013年没	21.590582
新潟大学の教員	21.590582
東京大学の教員	21.590582
1970年生	21.57808
修正依頼	21.535065
医療の質	21.535065
症候	21.496296
検証が求められている記事/2009年1月-6月	21.496296
ストレス	21.496296
朝日放送製作の映画	21.467628
2011年の映画	21.467628
NHKのテレビドラマ	21.467628
エッセイコミック	21.467628
テレビマンユニオン	21.467628
テレビ朝日製作の映画	21.467628
ノンフィクションを原作とする映画作品	21.467628
佐々部清の監督映画	21.467628
文部科学省選定	21.467628
書き下ろし漫画作品	21.467628
2009年のテレビドラマ	21.467628
東映製作の映画作品	21.467628
漫画を原作とするテレビドラマ	21.467628
闘病を題材とした作品	21.467628
漫画作品	21.467628
漫画	21.467628
精神疾患を題材にした作品	21.467628
自伝を原作とするテレビドラマ	21.467628
漫画を原作とする映画作品	21.467628
神経科学	21.451324
アクリジン	21.441845
ドイツのドラマ映画	21.375824
アメリカ合衆国のドラマ映画	21.375824
2001年の映画	21.375824
映画	21.375824
パーキンソン病	21.360033
医薬品	21.360033
## 0129	サムスン
サムスングループ	712.232399
携帯電話端末 (サムスン電子)	464.2245020000001
Android端末 (サムスン電子)	401.2530450000001
携帯電話	316.229009
国際ローミング対応機種	313.368109
Bluetooth搭載機器	293.020339
存命人物	242.69727
スマートフォン	229.603344
自動車	190.93879599999997
韓国の実業家	180.73511499999998
企業	178.194746
携帯電話端末 (NTTドコモ 第三世代)	123.812663
携帯電話端末 (ソフトバンクモバイル 第三世代)	105.76669799999999
携帯電話端末 (NTTドコモ 第3.9世代)	103.539788
人物	90.695617
携帯電話端末 (au 第三世代)	83.788748
携帯電話端末 (au 第3.9世代)	83.788748
ルノーの車種	83.26298200000001
ソウル特別市の企業	67.29477700000001
ソウル特別市出身の人物	66.521893
人物	66.436938
朝鮮	65.464001
クロスオーバーSUV	64.546913
韓国の俳優	63.404025000000004
ファブレット型端末	63.140592000000005
防水機種	63.081414
日産自動車のプラットフォーム	62.978964
タブレット型端末	62.777389
セダン	61.83886
化学工業メーカー	45.83671
早稲田大学留学生	45.06167000000001
慶尚南道出身の人物	45.06167000000001
慶尚北道出身の人物	45.049087
国際合弁企業	44.844319999999996
韓国の企業	44.810598
韓国の自動車メーカー・ブランド	44.727289
ルノー	44.727289
ソウル特別市の建築物	44.391958
美術館	44.184613999999996
韓国の美術館	44.184613999999996
コンピュータ	43.529340000000005
半導体企業	43.221320000000006
ルノーサムスンの車種	43.122791
トルコの県	43.037537
トルコ	43.037537
Linux	42.963819
Googleのハードウェア	42.899174
龍仁市	42.611889000000005
バレーボール	42.298071
携帯電話端末 (au 第四世代)	42.291425000000004
WiMAX 2.1端末 (au)	42.291425000000004
携帯電話の新製品	42.234499
俳優	42.192875
東京都港区の企業	22.99224
日本留学経験者	22.90055
1968年生	22.90055
1946年生	22.871752
携帯電話メーカー	22.804272
電気機器メーカー	22.804272
イギリス王室御用達の企業	22.804272
IOCワールドワイドパートナー	22.804272
ロンドン証券取引所上場企業	22.804272
映像機器メーカー	22.804272
1969年設立の企業	22.804272
多国籍企業	22.804272
1987年没	22.774778
1910年生	22.774778
韓国の医療機関	22.724415
1970年生	22.707855
液化石油ガス	22.700443
韓国の造船会社	22.700443
龍山区 (ソウル特別市)	22.62434
1938年生	22.561617
GyaOのドラマ	22.522663
韓国のテレビドラマ	22.522663
1944年生	22.48747
企業一覧	22.449253
韓国関連一覧	22.449253
ソニー	22.361345
日本の卸売企業	22.349182
東京都中央区の企業	22.349182
1992年設立の企業	22.349182
東証一部上場企業	22.349182
豊田通商	22.349182
自動車収集家	22.286892
国際オリンピック委員会委員	22.286892
レジオンドヌール勲章コマンドゥール受章者	22.286892
1942年生	22.286892
プロ野球のオーナー	22.286892
パーソナルコンピュータ (製品)	22.27277
トルコの都市	22.271667
アジアの港町	22.271667
韓国の博物館	22.232151
自動車博物館	22.232151
在アメリカ合衆国大韓民国大使	22.144201
1949年生	22.144201
組み込みOSの製品	22.135286
サーバ (ハードウェア)	22.135286
Android端末	22.135286
鉄道	22.056513
訳語に疑問点のある記事	22.056513
災害	22.056513
1993年の災害	22.056513
1993年の鉄道	22.056513
韓国の鉄道事故	22.056513
ホテル	21.98666
大韓民国のホテル	21.98666
テスコ	21.790062
韓国の小売業者	21.790062
1940年生	21.783762
高さ100m以上150m未満の超高層ビル	21.767618
高さ250m以上300m未満の超高層ビル	21.767618
2003年竣工の建築物	21.767618
江南区 (ソウル特別市)	21.767618
三井不動産	21.767618
六本木	21.767618
東京都港区の超高層ビル	21.767618
超高層ビル	21.767618
韓国の超高層ビル	21.767618
超高層マンション	21.767618
韓国のバレーボールチーム	21.717037
大田広域市	21.717037
日産自動車のエンジン	21.709652
高陽市	21.655842
自動車展示会	21.655842
コンセプトカー	21.424122
スマートウォッチ	21.394054
2014年没	21.279387
1951年生	21.279387
1975年生	21.21115
大邱広域市出身の人物	21.21115
コンチネンタルオープン	21.159391
イスタンブルのスポーツ	21.159391
トルコ開催の国際スポーツ競技大会	21.159391
韓国の科学技術	21.123964
韓国の賞	21.123964
四輪駆動車	21.057903
ソウル特別市のスポーツ	21.052233
韓国のバスケットボールチーム	21.052233
プロジェクトバスケットボール項目	21.052233
テーマパーク	21.051615
韓国の建築物	21.051615
韓国のモータースポーツ	21.051615
現存しないゴルフトーナメント	21.051615
韓国の観光地	21.051615
LPGAツアー	21.051615
Windows CE端末	21.051615
アメリカ合衆国のゴルフトーナメント	21.051615
韓国のスポーツリーグ	21.04475
韓国の野球	21.04475
野球リーグ	21.04475
韓国のプロ野球チーム	21.04475
アジアシリーズ	21.04475
出典を必要とする存命人物記事/2013年4月	20.913488
1981年生	20.913488
グッドデザイン賞	20.849167
日本の実業家	20.828533
秋田県出身の人物	20.828533
Linux携帯	20.828533
東京農工大学の教員	20.828533
本田技術研究所の人物	20.828533
大韓民国	20.66503
自動車	20.66503
韓国車の車種	20.66503
各国の自動車	20.66503
欧州自動車道路	20.649176
欧州連合	20.649176
道路	20.649176
電気自動車	20.616629
AVCアジアクラブ選手権	20.581034
内容の精度・確度に欠けている可能性のある記事	20.581034
韓国の食品会社	20.36105
1953年設立の企業	20.36105
韓国の企業グループ	20.36105
2014年の野球	20.259295
サムスン・ライオンズ	20.259295
ネクセン・ヒーローズ	20.259295
2014年の大韓民国	20.259295
特筆性の基準を満たしていないおそれのある記事/2014年11月	20.259295
韓国シリーズ	20.259295
韓国の囲碁の棋戦	20.253025
## 0130	タイ 特産
英語の姓	144.8779437
英語の男性名	144.8691086
タイ王国	50.21928
タイヤ	43.5185738
サッカー	33.4835495
タイのサッカー	23.432170399999997
タイ関連一覧	13.470890399999998
企業	13.4238407
自動車	13.4132441
タイの科学技術	10.0541358
タイの研究所	10.0541358
タイの企業	10.052047
タイの観光	10.045515
装身具	10.043099
ファッション	10.043099
人名の曖昧さ回避	10.0412302
タイの行政機関	10.0389977
政治	10.0320046
スコータイ王朝の君主	10.0269763
タイ王国	6.7234194
東京都港区の企業	6.7122144
ドイツ語の姓	6.708595
職業姓	6.708595
ユダヤ人の姓	6.7064552
タイの協会	6.7043805
業界団体	6.7043805
タイのサッカークラブ	6.7029005
雪上交通	6.7023259
存命人物	6.7019395
ドイツ由来の姓	6.7007568
2003年のサッカー	6.6994307
2003年のタイ王国	6.6994307
モータースポーツ用具	6.6978554
タイ証券取引所上場企業	6.6964205
日泰関係	6.6963287000000005
パトゥムターニー県	6.6906979
バンコクのスポーツ	6.6891134999999995
タイの銀行	6.688559
タイの中央省庁	6.6871278
14世紀没	6.6865029
ラーチャテーウィー区	6.6848016
ムエタイ	6.681191699999999
カテゴリ一覧	3.380805
タイヨウチョウ科	3.3765256
タイの鉄道	3.3729541
タイの鉄道駅	3.3729541
タイランチョウ亜目	3.370344
タイランチョウ科	3.366675
検証が求められている記述のある記事/2012年	3.3635936
タイの民族	3.3635936
チョンブリー県	3.3630955
2004年のサッカー	3.3608317
2004年のタイ王国	3.3608317
蒲郡市の企業	3.3608317
愛知県の画像提供依頼	3.3608317
1973年設立の企業	3.3608317
日本のパチンコホール	3.3608317
各国関係記事の一覧	3.3598258
マスメディアの一覧	3.3573055
タイの新聞	3.3573055
地名	3.3571467
ウェブ制作会社	3.3569202
日本の音楽・映像ソフト会社	3.3569202
インターネット	3.3569202
特筆性の基準を満たしていないおそれのある記事/2010年1月	3.3569202
2005年のコンピュータゲーム	3.3557577
キャメロットのゲームソフト	3.3557577
ゲームボーイアドバンス用ソフト	3.3557577
コンピュータゲーム	3.3557577
テニスゲーム	3.3557577
バーチャルコンソール対応ソフト	3.3557577
マリオシリーズ	3.3557577
日本の漫画雑誌	3.3551853
月刊漫画雑誌	3.3551853
4コマ漫画雑誌	3.3551853
刊行中の漫画雑誌	3.3551853
芳文社の漫画雑誌	3.3551853
まんがタイム	3.3551853
不定期刊漫画雑誌	3.3551853
タンパク質	3.3526907
文人	3.3519847
1949年生	3.3519847
日本の文学研究者	3.3519847
東京外国語大学の教員	3.3519847
タイ文学	3.3519847
タイの文化	3.3514519
行事、祭礼	3.3514519
イベント	3.3514519
1997年のタイ王国	3.351068
1999年のサッカー	3.351068
1999年のタイ王国	3.351068
1997年のサッカー	3.351068
アニメに関係する企業	3.3507946
アニメ	3.3507946
特筆性の基準を満たしていないおそれのある記事/2013年10月	3.3507946
モータースポーツ	3.3506684
オーストリアのオートバイ部品サプライヤー	3.350262
オーストリアの企業	3.350262
虎ノ門	3.350262
東京都港区の一般社団法人	3.350262
日本の業界団体	3.350262
オートバイのエンジン	3.350262
日本ペンクラブ会員	3.3499548
日本の詩人	3.3499548
日本の翻訳家	3.3499548
日本の小説家	3.3499548
1935年生	3.3499548
コンピュータゲーム関連一覧	3.349429
ゲーム	3.349429
ゲーム関連の一覧	3.349429
現在活動していないタイのサッカークラブ	3.3493085
服飾	3.3490014
タイの公企業	3.348754
バンコクの企業	3.348754
分類学	3.3481889
標本	3.3481889
テュルク系民族	3.3480222
アルタイ地方	3.3480222
シベリア	3.3480222
アルタイ共和国	3.3480222
ロシアの民族	3.3480222
生年不明	3.3480222
民族集団	3.3480222
国内のサッカーカップ戦	3.3480105
石油関連企業	3.3476665
マラウイ	3.3471806
マラウイのサッカー	3.3471806
タイの警察	3.3469794
タイの軍事	3.3469794
佐山聡	3.3457444
リアルジャパンプロレス	3.3457444
三沢光晴	3.3457444
タイガーマスク	3.3457444
全日本プロレス	3.3457444
覆面レスラー	3.3457444
日本のプロレスラー	3.3457444
新日本プロレス	3.3457444
自動車安全技術	3.345273
自動車工学	3.345273
語学検定	3.3451798
日本の民間資格	3.3451798
タイ語	3.3451798
資格	3.3451798
タイの二国間関係	3.3448768
日本の二国間関係	3.3448768
1981年設立	3.344481
1826年生	3.3437212
1904年没	3.3437212
インディアナ州選出のアメリカ合衆国下院議員	3.3437212
アメリカ合衆国郵政長官	3.3437212
スコータイ県	3.343004
タイの県	3.343004
世界遺産 さ行	3.3424056
タイの世界遺産	3.3424056
1991年登録の世界遺産	3.3424056
曖昧さ回避の必要なリンクのあるページ	3.3424025
タイの環境	3.3423395
パヤータイ区	3.3423395
環境省	3.3423395
建築材料	3.342145
建築	3.342145
2014年のテレビ番組 (日本)	3.342145
宝塚歌劇団関連のテレビ番組	3.342145
関西テレビのミニ番組	3.342145
パナソニック	3.3419
ランプ	3.3419
2000年のサッカー	3.3415833
2000年のタイ王国	3.3415833
死語	3.3413792
スキタイ	3.3413792
古代語	3.3413792
インド・イラン語派	3.3413792
2000年没	3.3411345
1919年生	3.3411345
旅行	3.3411345
大阪外国語大学の教員	3.3411345
神戸市出身の人物	3.3411345
日本の言語学者	3.3411345
天理大学の教員	3.3411345
2007年のサッカー	3.3410099
2007年のタイ王国	3.3410099
SF小説のシリーズ	3.3405542
NHK-FMのラジオドラマ	3.3405542
2002年の小説	3.3405542
タイムトラベル小説	3.3405542
ラジオの歴史番組	3.3405542
文学	3.3405542
日本のSF小説	3.3405542
日本の歴史を題材とした作品	3.3405542
外国人街	3.3405542
講談社ノベルス	3.3405542
タイ系アメリカ人	3.3405542
タイ系人	3.3405542
ロサンゼルスの地理	3.3405542
継続中の作品	3.3405542
オートバイ	3.340524
日本の記念日	3.3400133
4月の記念日	3.3400133
日本の道路交通	3.3400133
政府	3.3400133
外務省 (タイ)	3.3400133
イスラーム金融	3.339805
タイのイスラム教	3.339805
誤動作	3.339705
格闘技に関する組織	3.339705
架空の能力・格闘技・武術	3.339611
ポケットモンスター	3.339611
フィクションの一覧	3.339611
NECグループの歴史	3.3392203
かつて存在した神奈川県の企業	3.3392203
コンピュータ周辺機器企業	3.3392203
ソニーの歴史	3.3392203
タイの政府機構	3.3388443
タイの経済	3.3388443
タイガーエアウェイズ・ホールディングス	3.3388312
オートバイ	3.3388312
タイの郡	3.3388312
シンガポールの航空会社	3.3388312
シンガポール航空	3.3388312
シンガポール証券取引所上場企業	3.3388312
オートバイ部品と関連技術	3.3388312
テマセク・ホールディングス	3.3388312
2002年のサッカー	3.338599
2002年のタイ王国	3.338599
スロベニアの地方行政区画	3.3384807
スロベニア	3.3384807
13世紀生	3.3384807
## 0131	浴槽
温泉	384.5357649999999
北海道の温泉	154.57825999999997
温泉	136.909996
入浴	120.114659
企業	84.61761700000001
日帰り入浴施設	66.062619
公衆浴場	53.515963
住宅	42.271038
衛生設備	42.199124
銭湯	41.669385
工学	40.703623
青森県の温泉	39.629843
日本のガラス・土石製品産業	29.428359
都市ガス	28.689622
神戸市の画像提供依頼	28.660121
福島県の温泉	28.441470000000002
兵庫県の温泉	28.041086999999997
山梨県の温泉	27.501594
製品の一覧	27.300691
共同浴場	27.257491
野湯	27.239291
医学	27.105930999999998
温泉地	26.367599
住宅関連企業	26.299733
沖縄県の温泉	26.279187
三重県の温泉	26.049193000000002
職業訓練指導員免許	25.684636
長野県の温泉	25.684636
特筆性の基準を満たしていないおそれのある記事/2011年12月	15.802819
甲賀市の企業	15.802819
廃止された技能士	15.431859
愛別町	15.42051
炉・燃焼機器	15.306509
ニセコ温泉郷	15.234595
銅	15.234595
国民保養温泉地	15.234595
化学	15.234595
石鹸	15.234595
喜多方市	15.234595
蘭越町の地理	15.234595
海洋学	14.921251
エポニム	14.921251
メートル法	14.921251
海流	14.921251
1999年竣工の建築物	14.8164
灘区	14.8164
神戸市の建築物	14.8164
1936年の映画	14.8164
サトウハチロー	14.8164
日活製作の映画作品	14.8164
日本のミュージカル映画	14.8164
栃木県のホテル	14.653181
鬼怒川温泉郷	14.653181
鴨川市	14.653181
ホスピタリティ関連企業	14.653181
ホテル	14.653181
ホテル運営会社	14.653181
勝浦市	14.653181
千葉県のホテル	14.653181
木更津市	14.653181
千葉県の企業	14.653181
日光市	14.653181
バルセロナの企業	14.63326
スペインの陶磁器メーカー	14.63326
多国籍企業	14.63326
1966年のアニメ映画	14.565357
アニメ	14.565357
トムとジェリーの短編作品	14.565357
平成時代の殺人事件	14.537246
犯罪・事件	14.537246
日本の未解決殺人事件	14.537246
豊中市の歴史	14.537246
1990年の日本の事件	14.537246
神戸市の観光地	14.537246
兵庫区の地理	14.537246
物質の性質	14.478192
材料工学	14.478192
台北市の建築物	14.396973
台北市の観光地	14.396973
標津町の地理	14.396973
足寄町	14.34087
16世紀の建築物	14.34087
ハンガリーの温泉	14.34087
上富良野町	14.34087
ブダペスト	14.34087
標茶町の地理	14.34087
遠別町	14.34087
手	14.34087
和歌山市の地理	14.34087
山梨県南部町の地理	14.34087
和歌山県の温泉	14.34087
スラヴ神話	14.34087
精霊	14.34087
大分県の建築物	14.096767
別府八湯	14.096767
野田市の歴史	14.096767
スーパー銭湯	14.096767
1992年開業の施設	14.096767
大分県	14.096767
流体力学	14.047489
給水設備	14.047489
振動と波動	14.047489
部屋	14.047489
香川県の道の駅	13.945207
2002年開業の施設	13.945207
竹田市の地理	13.945207
高松市の交通	13.945207
高松市の建築物	13.945207
深浦町の地理	13.945207
大分県の温泉	13.945207
利尻町	13.945207
神恵内村	13.945207
日本の陸上競技チーム	13.843721
日本のガス器具メーカー	13.843721
日本の金属製品メーカー	13.843721
1951年設立の企業	13.843721
神戸市中央区の企業	13.843721
東証一部上場企業	13.843721
LIXILグループ	13.801718
プロテオバクテリア門	13.761616
ペンシルベニア州の歴史	13.761616
湯河原町	13.62554
秋田県の温泉	13.62554
陸上自衛隊の需品科装備	13.62554
旅館	13.62554
大館市の地理	13.62554
墨田区	13.62554
日本の業界団体	13.62554
東京都の一般社団法人	13.62554
花巻市の地理	13.62554
岩手県の温泉	13.62554
同名の地名	13.59048
日本語の姓	13.59048
小野市	13.503841
下川町の地理	13.503841
沖縄市	13.436869
ガス技術	13.383113
器具	13.383113
化粧品	13.352
建築設備	13.34638
建築計画	13.34638
別府市	13.34638
硫黄	13.34638
草津町	13.34638
加須市	13.206875
神川町	13.206875
ネパールの地形	13.206875
南会津町の地理	13.206875
木曽岬町	13.206875
埼玉県の温泉	13.206875
マレーシア	13.160724
ボルネオ島	13.160724
マレーシアの地理	13.160724
サバ州	13.160724
一般用医薬品	13.160724
2005年竣工の建築物	13.160724
2005年開業の施設	13.160724
兵庫県	13.160724
新温泉町	13.160724
市川三郷町	13.160724
函館市	13.160724
1956年設立の企業	13.160724
オハイオ州の企業	13.160724
1934年生	12.842318
特筆性の基準を満たしていないおそれのある記事/2011年8月	12.842318
松崎町の地理	12.842318
静岡県の温泉	12.842318
建築に関する職業	12.842318
西表島	12.842318
長久手市	12.842318
雑多な内容を箇条書きした節のある記事 - 2011年6月-8月	12.842318
川崎重工グループ	12.842318
日本の機械工業	12.842318
明石市の企業	12.842318
Endangered	12.842318
ヒノキ科	12.842318
木材	12.842318
松本市の地理	12.842318
中頓別町	12.842318
山ノ内町の地理	12.842318
志賀高原	12.842318
1962年設立の企業	12.842318
岐阜県の企業	12.842318
日本の化学工業メーカー	12.842318
羽曳野市	12.842318
平川市の地理	12.842318
紀北町	12.842318
内容の精度・確度に欠けている可能性のある記事	12.842318
十和田市の地理	12.842318
二酸化ケイ素	12.842318
容器	12.842318
美術の技法	12.842318
表面処理	12.842318
2009年没	12.842318
日本の政治家	12.842318
青森県の市町村長	12.842318
鰺ヶ沢町	12.842318
植物	12.842318
アメリカ合衆国の温泉地	12.777943
テキサス州の国家歴史登録財	12.777943
テキサス州の観光地	12.777943
テキサス州の地理	12.777943
古代ローマの建築	12.751623
天文学	12.605751
長野県の重要文化財	12.605751
セガトイズ	12.605751
プラネタリウム	12.605751
天文学に関する記事	12.605751
諏訪市	12.605751
熊本県の温泉	12.456012
南阿蘇村	12.456012
2005年設立の企業	12.456012
名古屋市中区の企業	12.456012
浜北区の地理	12.456012
静岡県の公園	12.456012
静岡県	12.456012
山形県の建築物	12.456012
年代の検証が必要なページ/西暦から元号への換算/1989年	12.456012
鶴岡市	12.456012
## 0132	ハンガーゲーム
存命人物	461.20731800000016
コンピュータゲーム	218.53448099999997
MLBオールスターゲーム	200.35138999999998
野球に関する記事	176.38838099999998
MLBオールスターゲーム選出選手	132.25638899999998
アメリカ合衆国の野球選手	132.25638899999998
声優	89.663945
日本の俳優	89.130345
スーパーファミコン用ソフト	88.91296299999999
日本の男性声優	88.115949
ライオンズゲートの作品	75.917795
ディストピア小説	73.033427
映画	70.416483
ナムコのゲームソフト	69.076246
ペンシルベニア州のスポーツ	67.720726
PlayStation 3用ソフト	67.52814599999999
アドベンチャーゲーム	67.291776
サンフランシスコ・ジャイアンツの選手	67.025707
野球選手	67.025707
ゲーム	66.513567
角川映画	54.154742999999996
アメリカ合衆国のスリラー映画	54.154742999999996
アメリカ合衆国のドラマ映画	54.154742999999996
アメリカ合衆国のアクション映画	54.154742999999996
文明崩壊後の世界が描かれた映画作品	54.154742999999996
小説を原作とする映画	54.154742999999996
アメリカ合衆国のSF映画作品	54.154742999999996
IMAX映画	54.154742999999996
ディストピア映画	54.154742999999996
アメリカ合衆国の冒険映画	54.154742999999996
文明崩壊後の世界が描かれた小説	48.995333
アメリカ合衆国のSF小説	48.995333
ガンシューティングゲーム	47.596180000000004
人名の曖昧さ回避	46.016954
ドイツ語の男性名	46.016954
空港	45.855025
ミズーリ州のスポーツ	45.230793
アメリカ野球殿堂	45.136359999999996
ガンダムシリーズゲーム作品	44.958869
ボード・ウォーゲーム	44.873711
アニメのキャラクターゲーム	44.837612
巨大ロボットを題材としたコンピュータゲーム	44.837612
