## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
機械翻訳	13.943952,0.22882817132072472
鉄道車両	13.047639,0.22490832621861184
リン	13.135202,0.22644484230324072
方法論	14.771715,0.23777117183425409
科学哲学の主題	14.771715,0.2415849947502055
建築計画	13.034641,0.23329803211600314
金融理論	11.775772,0.22734861097635456
応用数学	16.629864,0.253372212831926
時系列分析	15.742774,0.2494931619095844
日本の文学研究者	25.562398,0.3009585005838637
英語教育	13.388302,0.24259590796007588
ご当地検定	15.007643,0.25500952208222993
数理的手法と定量的手法(経済学)	16.629864,0.2636604372558635
1972年設立の企業	14.063686,0.25122977618098424
計算用具	12.007308,0.2413807747973316
美術関連の職業	15.238041,0.2594659051367826
日本の俳優	37.452437,0.3739331341211325
1957年生	15.1447525,0.2612312339298585
分析	14.432476,0.25770743909362637
1924年生	15.007908,0.2612312339298585
核磁気共鳴	13.135202,0.2518641499206743
最適化	12.656238,0.2509180872655279
服飾	12.170582,0.249527610280443
日本のお笑いコンビ	41.549817,0.4000642769038111
日本の教育	13.388302,0.2596133876152512
統計量	17.143291,0.2804271741798417
多重比較	17.11148,0.2827684639935739
お笑い芸人	41.549817,0.4202892218297058
中東の民族	11.88223,0.26342593299227324
日本の工業に関する学科設置高等学校	14.901924,0.280466770577535
日本の経済学者	13.222336,0.2787961848606558
日本の社会学者	12.378891,0.27941862665787254
計算理論	12.007308,0.27847189936271144
韓国車の車種	30.165706,0.3772270265180245
古代アナトリア	11.88223,0.27902359982720215
フーリエ解析	15.742774,0.30109964466799244
レースクイーン	26.724904000000002,0.36376686691092214
1985年生	14.063686,0.29612963657956
タイピング	12.894936,0.2903342493462786
1968年生	13.943952,0.29612963657956
解析学	11.775772,0.28549017381432296
1979年生	13.508214,0.29612963657956
救急救命士	12.122673,0.2898740818208703
軽自動車	30.165706,0.38880006809528406
雑誌編集者	15.007908,0.30798863074873106
1948年生	12.733333,0.29612963657956
1927年生	12.733333,0.29612963657956
1974年生	12.733333,0.29612963657956
1947年生	12.378891,0.29612963657956
日本の実業家	11.88223,0.29387787148967387
1980年生	12.122673,0.29612963657956
1993年生	12.061993,0.29612963657956
1942年生	11.88223,0.29612963657956
1977年生	11.88223,0.29612963657956
企業	40.5777395,0.4541838265878182
韓国の学者	15.007908,0.31697823094789856
衣類	12.170582,0.30243124265385335
身体装飾	12.170582,0.3081915817841784
米	26.5410585,0.38617060164134454
グラビアアイドル	40.402306,0.4761020314400945
予備校	13.398196,0.3259661278975089
確率過程	11.775772,0.31981663122489223
戦後日本の教育	13.388302,0.3321176784765585
日本のアイドル	27.983261,0.44185856767261084
技能士	13.047639,0.3532429070345046
ヒッタイト帝国	11.88223,0.3469566582229176
ゲームクリエイター	13.943952,0.3631963855018712
学者	40.196576,0.5305555555555556
日本の作曲家	27.452166,0.45073858334658035
日本の服飾関連学校	15.951979,0.38852131724230415
グラフ	12.007308,0.36619710354548335
韓国の亡命者	15.007908,0.38819444444444445
漢字	12.58819,0.37488007172921645
色	32.044649,0.4982079475308642
日本の考古学者	12.733333,0.3778549351293523
奈良文化財研究所の人物	12.733333,0.37882611038135244
日本近現代史学者	12.378891,0.3813833033433242
住友グループ	14.063686,0.39387990147748053
演繹	14.630025,0.3991692579883408
英語学者	12.733333,0.38751720482538865
東京都の学校	27.6804665,0.4831805555555556
貨物自動車	16.657492,0.4141568072702332
イギリス文学者	11.88223,0.3884987751664666
ダイアグラム	12.007308,0.38938097550797884
数値解析ソフトウェア	14.339923,0.40450104798037945
データ放送連動番組	12.397001,0.3934921318750409
ラテン文字	13.149759,0.39935063508303975
英語の姓	15.197861,0.4163976039265324
日本文学研究者	13.680168,0.40736387483805814
デザイン	15.238041,0.4172466527988191
コンピュータゲーム	26.6337875,0.48935727513227517
愛知県出身の人物	31.924402,0.524327525855116
言語学	27.862038,0.5
数学	27.939085,0.5011834183673469
教育	27.862038,0.5031912771468299
テレビ番組	25.703291999999998,0.4967175925925926
農業	26.5410585,0.5069444444444444
文化	12.170582,0.4123400527263374
日本の女性ファッションモデル	29.269503999999998,0.5292467159656333
日本の映画プロデューサー	15.1447525,0.4366272069197827
日本の漫画家	15.388231,0.4403733390548791
チアリーダー	12.733333,0.42501004209302545
漫画家	15.388231,0.44515817901234567
過去の松竹芸能所属者	14.2152815,0.43868119558279983
日本の翻訳家	24.004903,0.5033939920394501
オスカープロモーション	37.031313,0.5915042845110628
グラビアモデル	11.88223,0.4340196185958221
日本の美人コンテスト出場者	11.88223,0.434660780350985
日本のミュージシャン	13.508214,0.450532084241713
日本のダンサー	11.88223,0.43781444553397914
日本の女性モデル	11.88223,0.438036908436214
新潟県出身の人物	27.576007,0.5912403837332958
日本の歌手	13.508214,0.46862106277038656
ゲーム音楽の作曲家	13.943952,0.4829308863247859
1964年開業の鉄道駅	14.760942,0.49481099677488627
戦前日本の教育	13.388302,0.48747505701435684
法政大学の教員	24.261121,0.5868959880394536
微分方程式	11.775772,0.4766217624549301
日本の私立短期大学	13.072651,0.49037506763450683
グラフ作成ソフト	15.639296,0.5201371817416021
ラジオ番組のパーソナリティ・DJ	12.733333,0.4949535723981143
お笑い芸人	14.063686,0.511468533738595
1987年のテレビドラマ	12.397001,0.5030011026143772
日本の自動車部品サプライヤー	14.063686,0.5270496919447162
ローカルタレント	12.733333,0.5200364524726184
生年非公表	11.88223,0.5226264636827703
事業持株会社	12.733333,0.536576271674597
北海道出身の人物	11.88223,0.5299853823872088
近畿地方のご当地検定	16.01884,0.5669490617719013
俳優	25.390444000000002,0.6533333333333333
日本のサッカー審判員	12.122673,0.5371203657093622
曲線	16.306538,0.5766600744972661
中部地方のマスコット	16.529558,0.5811069547568778
キョンチャ	16.657492,0.5830707513651929
Apacheソフトウェア財団	15.880398,0.57622556744555
日本のソフトウェア会社	13.943952,0.5641125338619063
ニコジョッキー	30.348476499999997,0.7210934147373566
大阪府	16.01884,0.6311111111111112
京都府出身の人物	15.773049,0.6543188584308688
医学	16.306538,0.6597222222222222
東京女子大学の教員	15.007908,0.6479376329768233
資格	16.806608,0.6666666666666666
奈良県出身の人物	15.506075,0.654576682987196
神戸大学の教員	13.680168,0.6474953839002486
青山学院大学の教員	13.680168,0.6485525978557003
住友電工	14.063686,0.6526212626394632
日本のコンピュータゲームメーカー・ブランド	13.9004545,0.6536547250394334
日本の競馬に関する人物	12.733333,0.6427922578342453
経済学者	13.222336,0.6494444444444445
日本大学の教員	13.222336,0.6501228637081333
広島大学の教員	12.733333,0.6474953839002486
音楽家	13.943952,0.6611111111111112
栃木県出身の人物	13.222336,0.6543188584308688
同志社女子大学の教員	12.455335,0.6485151582415267
関西大学の教員	12.455335,0.6489522043877887
短期大学	13.072651,0.6553819444444444
静岡市出身の人物	14.063686,0.6648550216239903
ビーイング系列所属者	13.508214,0.659633616817442
高知県出身の人物	12.733333,0.6524741831382046
大阪府出身の人物	12.733333,0.654576682987196
千葉県出身の人物	12.477186,0.6543188584308688
兵庫県出身の人物	12.455335,0.6543188584308688
長崎県出身の人物	12.061993,0.6524741831382046
埼玉県出身の人物	12.122673,0.6543188584308688
岐阜県出身の人物	11.88223,0.6543188584308688
Java	15.880398,0.6957412138467299
芸能人	12.733333,0.6666666666666666
日本のギタリスト	13.508214,0.677054972833076
サンミュージック	14.8424015,0.6898927230390757
セント・フォース	12.733333,0.6727650459241875
安田女子大学の教員	12.733333,0.6730176558659836
関西外国語大学の教員	12.733333,0.6730176558659836
GNUプロジェクト	12.733333,0.6772789469835168
島根大学の教員	12.733333,0.6801152204878972
映画関連の人物	15.1447525,0.7035061728395062
韓国のキリスト教徒	15.007908,0.7102597742517238
大阪市の文化	16.01884,0.7229904471110152
生活	12.170582,0.6904320987654321
神戸市外国語大学出身の人物	12.455335,0.69322138083943
職業	15.238041,0.7206597222222222
テレビのアイドル番組	13.306291,0.7105115873991151
共同テレビのテレビドラマ	12.397001,0.7019183712394842
浅井企画	14.2152815,0.7210934147373566
胎内市	31.537201000000003,0.8890990226337447
エビス大黒舎	13.508214,0.790965861839849
BEMANIシリーズの人物	13.943952,0.7988969244398718
フジテレビのテレビドラマ	12.397001,0.7850625321502057
豊島区の学校	15.951979,0.8213448431069957
新宿区の企業	13.9004545,0.8021117380401234
ピックアップトラック	13.508214,0.7995044581618654
私立中高一貫校	12.7785425,0.7935393518518519
慶應義塾大学出身の人物	13.222336,0.8013459951560356
横浜国立大学出身の人物	15.506075,0.8247601594650206
大田区の学校	14.901924,0.8213448431069957
フジテレビの深夜番組	13.306291,0.8151374421296295
東京都区部の私立高等学校	27.6804665,0.9671083152339581
東京都北区の学校	12.7785425,0.8213448431069957
青山学院大学出身の人物	12.733333,0.8262709619341563
かつて存在した東京都の企業	12.733333,0.8309099508459076
大阪府の文化	16.01884,0.8637682898948331
かつて存在した日本のコンピュータゲームメーカー	12.733333,0.83519087924859
ネコをモチーフにしたマスコット	16.529558,0.8754794667352537
東京都区部の専修学校	15.951979,0.8736249892832647
毎日新聞社の人物	12.378891,0.8384338813157292
島根県の食文化	14.2152815,0.8603634580761315
新宿区の鉄道駅	14.760942,0.877947295096022
NHKのクイズ番組	12.397001,0.8584104938271605
新潟県の食文化	12.325777,0.8618494405864195
東京都の私立学校	15.951979,0.9073871527777776
新潟県の大学	13.072651,0.8926362654320986
NHKのBS番組	12.397001,0.8922496570644719
阿倍野区の企業	13.943952,0.9102816358024691
フジテレビのバラエティ番組	13.306291,0.9114597800925925
ドワンゴ	12.733333,0.906223315329218
東京地下鉄の鉄道駅	14.760942,0.9299289373285321
東京都区部の私立中学校	12.7785425,0.967108315233958
高梁市の企業	14.063686,0.9834031635802468
訳語に疑問点のある記事	15.388231,1.0
伊丹市の企業	14.063686,0.9889005347650892
## IMINE2-J-048	神田沙也加
存命人物	1088.329177,
松田聖子の楽曲	462.668713,0.08680555555555555
日本の俳優	420.5501249999999,0.3954699104214891
東京都出身の人物	299.136742,0.374569492372066
日本の作曲家	226.686563,0.4155640211170756
日本の歌手	213.763057,0.4333519199617278
日本のアイドル	213.763057,0.43338682449403604
1986年生	134.82265,0.3435392478660301
松田聖子が制作した楽曲	248.78869400000002,0.5225163024148824
美容の賞	29.497858,0.23159379293496718
自然災害を題材とした作品	29.482502,0.23556059158387987
1971年生	100.56377,0.3435392478660301
俳優	218.170257,0.5226111111111111
日本の作詞家	170.527988,0.45996963317829237
日本の編曲家	153.01187799999997,0.43585028984582636
1980年生	88.033974,0.3435392478660301
日本の女性声優	134.82265,0.4183788620685845
松田聖子のアルバム	199.408922,0.5178646660949957
日本の実業家	59.182467,0.30671556902738484
1975年生	78.892838,0.3435392478660301
地球を題材とした楽曲	44.54613,0.30156204485271854
1972年生	71.410676,0.3435392478660301
江崎グリコ	112.62115399999999,0.41275668856145914
1943年設立の企業	27.552338,0.2894598209082834
1969年生	60.516933,0.3435392478660301
1993年生	59.244845999999995,0.3435392478660301
舞台芸術	163.365829,0.5021440972222222
日本語の姓	45.580097,0.32775748798386056
朗読	30.78254,0.3110993076691339
菓子の商品名	71.139426,0.3723457829004889
1989年設立の企業	43.1875,0.3312208346143181
日本の地名	45.580097,0.33568410876029464
NHK紅白歌合戦出演者	163.222577,0.5152385865812696
モダニズム建築	30.78254,0.3149800821476031
芸能プロダクション	43.1875,0.33376873346720315
2001年没	42.66079,0.33751321567219195
2000年の舞台作品	28.118073,0.31801476777281223
学校	66.487878,0.37898341049382717
1924年生	42.66079,0.3435392478660301
企業	142.369813,0.4977604166666666
2012年没	35.705338,0.33751321567219195
化粧品メーカー・ブランド	30.78254,0.330662293230999
1973年生	39.10218,0.3435392478660301
1985年生	39.10218,0.3435392478660301
1978年生	39.10218,0.3435392478660301
1960年生	39.10218,0.3435392478660301
1994年設立の企業	30.78254,0.3312208346143181
日本のミュージカル俳優	165.60519000000002,0.5355787251929907
楽曲	83.64831,0.4144053881835937
1968年生	36.406937,0.3435392478660301
日本の賞	29.497858,0.33324449578430426
1982年生	35.705338,0.3435392478660301
シングル	136.695173,0.4958043981481481
2013年没	30.78254,0.33751321567219195
1950年生	32.63768,0.3435392478660301
2004年の舞台作品	39.10218,0.3534675503954474
1970年生	32.48439,0.3435392478660301
2010年の舞台作品	30.78254,0.34243217925257924
1930年生	30.78254,0.3435392478660301
1995年生	30.360706,0.3435392478660301
1992年生	29.921295,0.3435392478660301
1974年生	29.657698,0.3435392478660301
2005年生	29.391914,0.3435392478660301
1965年生	29.263002,0.3435392478660301
1966年生	29.128681,0.3435392478660301
1962年生	28.399927,0.3435392478660301
テレビ番組	125.82436299999999,0.4967175925925926
日本の音楽プロデューサー	74.80751799999999,0.42643700095830667
1994年の小説	30.004686,0.3600707392437468
2010年の小説	29.391914,0.36105193380138667
ロードムービー	29.482502,0.3641020257034383
2008年の映画	43.1875,0.38891651057244736
日本のファッション賞	29.497858,0.3715326343499581
アニメ音楽の作曲家	39.10218,0.38715978765877507
コマーシャルソング	49.128494,0.4032286830989062
日本の振付家	30.78254,0.3758857595242291
2012年の音楽	37.53719,0.38874112571836866
日本の核武装推進論者	29.263002,0.37742062960563777
天使を題材とした楽曲	86.303497,0.46625920931610326
日本の不動産会社	40.847435,0.3980957367636412
2014年の音楽	33.303596,0.38874112571836866
2001年のフランス	30.78254,0.3853411764764982
1986年の音楽	32.424286,0.38874112571836866
日本のミュージシャン	66.487878,0.4407999922256417
日本の映像作家	36.406937,0.39562271135329796
公開前の映画	29.657698,0.3860337932850053
2001年の映画	30.78254,0.38891651057244736
登山を題材とした作品	30.644463,0.38890809248507435
松本隆が制作した楽曲	130.034633,0.5383072966901362
日本のギタリスト	143.559405,0.5589796320074053
2003年の映画	29.482502,0.38891651057244736
自殺した人物	35.705338,0.3999981628453851
NHK紅白歌合戦歌唱楽曲	124.02213599999999,0.540798503941765
放送前の番組	33.303596,0.4121551965863881
氷菓	41.481728,0.4253598255494112
日本のタレント	58.919792,0.45669139404482934
変ホ長調の曲	43.1875,0.4388968549954275
ウィンタースポーツを題材とした作品	42.66079,0.43901324221329946
NHK紅白歌合戦歌唱楽曲・作詞者・作曲者	67.502107,0.48018662890590963
男役	30.78254,0.4220679514338255
レーゼドラマ	66.487878,0.47949525254309555
ポピュラーソング	44.54613,0.4454979814263668
英語の姓	34.626385,0.4316753724015886
ニ長調の曲	39.10218,0.4388968549954275
食文化	112.62115399999999,0.5572916666666666
ロ長調の曲	37.175003,0.4388968549954275
菓子のコマーシャルソング	48.78032,0.4600879352780636
Mr.Children	32.48439,0.4356371992661354
過去のビーイング系列所属者	29.657698,0.4315073380611996
2000年代のミュージカル	67.220253,0.4914271112911125
日本の医薬品メーカー	58.334878,0.47750441825939166
データ放送連動番組	33.303596,0.43844984691228744
過去のホリプロ所属者	30.360706,0.4383568643815015
日本の女性モデル	28.724981,0.4385687934027777
ユニバーサルミュージックジャパンのシングル	128.33220400000002,0.5977768153802218
映画	72.670002,0.5121817763703133
日本郵政グループ	30.78254,0.4433606514109227
キリスト教	41.481728,0.46295210078630217
日本の演出家	30.78254,0.4445854409579332
北海道出身の人物	70.25028800000001,0.5175971582104768
日本の政治運動家	29.263002,0.44917863225880195
日本の司会者	32.63768,0.45671817030400597
日本の子役	59.75262,0.5038868490037121
地上デジタル放送推進大使	35.705338,0.46328017392259574
日本のAV女優	89.645614,0.5656693379530305
1982年竣工の建築物	30.78254,0.4721025469689864
長大な音楽作品名	85.643648,0.5666770150141461
アクション俳優	71.73986,0.5431869388531012
日本の舞台作品	30.78254,0.47379359180535896
オリコンシングルチャート1位獲得作品	122.66350600000001,0.633830722739815
石田燿子の楽曲	43.1875,0.49880295164006233
2014年のアルバム	51.71093,0.51388203748241
日本語の個人名のローマ字表記	48.804092,0.5102872192161612
アイドル	58.675484999999995,0.5282118055555556
ミュージック・ビデオ・ディレクター	36.406937,0.4906964832859614
2007年のテレビドラマ	42.66079,0.5018609227247973
日本の映画監督	35.705338,0.49162320702321244
R指定の映画	43.1875,0.5054645636180213
バラード	39.10218,0.49872076078326844
教育	41.481728,0.5031912771468299
蒲池氏	163.222577,0.7170604321997901
ソニー・ミュージックレコーズのアーティスト	163.222577,0.8354550771942849
1986年の楽曲	44.54613,0.5955706669533309
性風俗関係者	60.516933,0.6342341106538637
ラジオ番組のパーソナリティ・DJ	28.399927,0.5617167040214351
2005年のアルバム	81.13368299999999,0.6864995409582377
オリックスグループ	40.847435,0.5968922480830441
1980年代の戯曲	35.705338,0.5855995097986683
アイスクリーム	41.481728,0.599080950645862
日本の女子高等学校	35.705338,0.5860755823695076
日本の女子中学校	35.705338,0.5860755823695076
2003年のテレビドラマ	30.78254,0.5754318056676844
アメリカ合衆国の戯曲	35.705338,0.5888356564213686
2012年のテレビドラマ	29.391914,0.5754318056676844
過去のサンミュージック所属者	28.399927,0.5734278166110587
自然災害を扱った映画作品	29.482502,0.5766692431484339
ディストピア漫画	29.482502,0.5769303581039613
2014年のテレビドラマ	29.391914,0.5767879936296948
1990年代のミュージカル	39.10218,0.6001223593170502
福岡市出身の人物	74.80751799999999,0.6842929599186165
ユニバーサルミュージックジャパンのアルバム	109.675378,0.7659878253670283
映画監督	35.705338,0.5957925740169181
北野正人が制作した楽曲	50.377663,0.6300212572304474
東京都の学校	35.705338,0.5981246892146777
高等学校を舞台としたテレビドラマ	30.78254,0.5871803342996257
日本の化粧品メーカー	30.78254,0.5877797477083166
1986年のアルバム	32.424286,0.5922163572593876
静岡市出身の人物	72.112275,0.6842929599186165
台湾系日本人	30.78254,0.5942153500309825
音楽家	32.48439,0.5987794710219478
人物	29.263002,0.5925925925925926
文学	30.004686,0.5962414772186022
みどり会	40.847435,0.6216687597790209
教師を主人公としたテレビドラマ	30.78254,0.5991165726273148
千葉県の学校	30.78254,0.5998736604080933
音楽	33.303596,0.6059135409522176
2011年のアルバム	55.10981,0.6570374868339616
1980年代のミュージカル	29.657698,0.6001223593170502
ファッション	29.497858,0.6006913968728567
大阪府出身の人物	60.440238,0.6740987991575654
神奈川県出身の人物	60.047875000000005,0.6738442348330412
日本の脚本家	30.78254,0.607939223864595
宝塚歌劇団57期生	30.78254,0.6098252457704617
2002年のシングル	94.16243,0.7571817890385526
ザ・ベストテン1位獲得作品	79.476006,0.7258173843487781
世田谷区の企業	70.73983799999999,0.7059737478220468
原田真二が制作した楽曲	37.53719,0.6300212572304474
尾崎亜美が制作した楽曲	37.175003,0.6300212572304474
ディストピア映画	29.482502,0.612494593481191
漫画	29.482502,0.6127689007487425
日本のドラマ映画	43.1875,0.6472656465823141
日本郵政グループ	30.78254,0.6194080583994594
日本の映画音楽の作曲家	39.10218,0.6394556482701999
文人	30.78254,0.623740629802685
2005年のシングル	87.914853,0.7571817890385526
日本のアイドルグループ	28.15562,0.6196329585155178
カンヌ国際映画祭	30.78254,0.6262379638733118
望月ミネタロウ	29.482502,0.626427188193611
吉本興業	58.675484999999995,0.6954456940108138
グラビアアイドル	30.519865,0.6305440052964487
山田守	30.78254,0.6312277985322382
サンミュージック	60.174454,0.7082840004426607
映画主題歌	37.53719,0.6560832872445497
日本の放送作家	30.78254,0.6410246481437821
2013年の楽曲	39.10218,0.6615098997592196
宝塚歌劇団卒業生	30.78254,0.6426978215680449
茨城県出身の人物	44.016987,0.6738442348330412
ブロードウェイ・ミュージカル	29.657698,0.6435449045202563
日本のロック・バンド	50.54048,0.6926450190929884
漫画を原作とする映画作品	29.482502,0.644858827645385
1992年のアルバム	46.507298,0.6864995409582377
アサヒグループ	30.78254,0.6516751118799784
鹿児島県出身の人物	39.10218,0.6719351869735629
松本隆の楽曲によるアルバム	63.20682600000001,0.7303237486338643
広島県出身の人物	39.10218,0.6738442348330411
テレパックのテレビドラマ	30.644463,0.6536028045249628
ホラー漫画	29.482502,0.6509120302646557
富山県出身の人物	39.10218,0.6752255382827582
私立中高一貫校	66.487878,0.7413004445659007
2001年のアルバム	43.1875,0.6864995409582377
東京音楽大学出身の人物	35.705338,0.6700888341276948
兵庫県出身の人物	35.705338,0.6738442348330411
群馬県出身の人物	35.705338,0.6738442348330412
日本の推理小説	59.3966,0.7314027847982316
昭和時代戦前の建築	30.78254,0.6653818710495956
2000年のアルバム	35.705338,0.677332986420375
Yumingが制作した楽曲	43.1875,0.6955752933957449
世田谷区の教育	41.481728,0.6921573115521644
東京都の学校法人	41.481728,0.694814126289382
鳥取県出身の人物	32.48439,0.6738442348330412
吉本興業の番組	44.016987,0.7030994919374428
爪	29.497858,0.6700237954485703
日本のパニック映画	29.482502,0.670087839234108
全国私立寮制学校協議会	30.78254,0.6736017707135141
静岡県出身の人物	30.78254,0.6738442348330412
千葉県出身の人物	30.519865,0.6738442348330411
日本コロムビアのアーティスト	50.54048,0.7232386682184103
2014年のシングル	49.93831,0.7222588590961442
奈良県出身の人物	29.921295,0.6740987991575654
日本のキーボーディスト	32.48439,0.6816109697841651
福岡県出身の人物	28.399927,0.6719351869735629
逓信建築	30.78254,0.6777121905641924
渋谷区の企業	40.847435,0.7059737478220468
文学を原作とするテレビドラマ	29.391914,0.6792848782102576
藤井隆	44.016987,0.714619322958343
ディズニーの音楽	39.10218,0.7064365741520621
1999年のアルバム	30.78254,0.6864995409582377
宝塚歌劇団の人物	30.78254,0.6875430849347907
テレビドラマを原作とする舞台作品	30.78254,0.6885202220328931
維新政党・新風	29.263002,0.685921668491837
日本のアクション映画	29.482502,0.6877288908595774
ソニー・ミュージックレコーズのシングル	99.157983,0.8603850045436974
日本のドラマー	43.1875,0.7347202186950768
エイベックス・グループのアーティスト	29.657698,0.7021135727600833
ポニーキャニオンのアルバム	55.10981,0.7672228686993535
日本の健康食品メーカー	30.78254,0.7121601336722948
ショウゲート製作の映画	29.482502,0.709957489930176
松竹歌劇団出身の人物	42.66079,0.7425260208533775
札幌市を舞台とした作品	42.66079,0.7433255183029929
墨田区の企業	30.78254,0.7152214369701915
アニメ映画挿入歌	39.10218,0.7360897206133298
日本コロムビアのアルバム	51.71093,0.767256614040716
1985年のシングル	37.175003,0.7335527536378355
日本のシンガーソングライター	28.399927,0.7150772060771629
1997年のシングル	49.128494,0.7689642042850535
ジャパンアクションエンタープライズ	39.10218,0.7472284387287034
1984年のシングル	43.1875,0.7581283700080521
日本のミュージカル作品	28.118073,0.7227472318449573
ノンフィクションを原作とするテレビドラマ	30.78254,0.7299036270205723
1987年のシングル	42.301003,0.7581283700080521
札幌オリンピック	42.66079,0.7591201164702036
2006年のシングル	46.670383,0.7689642042850535
スリラー	29.482502,0.7270406255695924
石原軍団	32.63768,0.7353924306210468
日本のスリラー映画	29.482502,0.7311986610226044
オリコンアルバムチャート1位獲得作品	32.424286,0.7411568287515462
日本テレビの深夜番組	44.016987,0.7699525287699688
1993年のシングル	43.1875,0.7689642042850535
2000年のシングル	41.66652,0.7659625881418399
東宝製作の映画作品	29.482502,0.7378348896460932
ユニバーサルミュージックジャパンのアーティスト	28.399927,0.7362303515357081
千代田区の建築物	30.78254,0.7421470376264576
警視庁を舞台としたテレビドラマ	29.391914,0.7387806584036101
過去の劇団四季所属者	30.78254,0.7446724699648609
慶應義塾大学出身の人物	35.705338,0.757199143239809
松田聖子のベスト・アルバム	35.705338,0.7587972397318048
警察官を主人公とした小説	29.391914,0.7466243710057835
2004年のシングル	37.53719,0.7689642042850535
日本のバドミントン選手	29.921295,0.7516343143437745
月曜ゴールデン	61.876304,0.8359255837718265
週刊ヤングマガジンの漫画作品	29.482502,0.7597173376422052
WOWOW製作の映画	29.482502,0.7606677517333205
日本コロムビアのシングル	43.1875,0.7949490479024174
京都大学出身の人物	35.705338,0.7782209717131773
NHK紅白歌合戦	33.303596,0.7764596081631099
歌手	44.016987,0.8032407407407407
TBS製作の映画	29.482502,0.7685434830835218
NHKのアナウンサー	35.705338,0.7862496025877344
ダイハツのコマーシャルソング	37.175003,0.7913089083978123
日本大学出身の人物	32.63768,0.7809494407873585
三軒茶屋	27.552338,0.770280370632335
法政大学出身の人物	30.78254,0.779733786249357
読売テレビの深夜番組	44.016987,0.8122016157016445
福岡市のスポーツ	30.78254,0.7810065496369406
東京都の医療機関	30.78254,0.781674759476273
自伝を原作とするテレビドラマ	30.78254,0.7821908824695646
美少女戦士セーラームーンの音楽	43.1875,0.8146830310981423
北海道を舞台とした作品	30.78254,0.7856957930346199
日本の国政選挙の立候補経験者	29.263002,0.7834636180234054
日本の仏教系中学校	35.705338,0.8069524332200911
日本の仏教系高等学校	35.705338,0.8069524332200911
世田谷を舞台とした作品	29.391914,0.7938602619090712
日本レコード大賞	32.424286,0.8066452670430087
日本のマラソン大会	30.78254,0.8029864648626035
北海道放送のテレビ番組	42.66079,0.8329987792702959
東証一部上場企業	40.847435,0.8298908915787895
テレビ朝日のテレビアニメ主題歌	43.1875,0.8409765038209132
鎌田敏夫脚本のテレビドラマ	42.66079,0.843544644281788
ドミニコ会	41.481728,0.8459624759734624
水曜ミステリー9	30.644463,0.8196234359839222
客家人	30.78254,0.8220396869482864
日本テレビの音楽番組	44.016987,0.8585094803663456
TBS金曜ドラマ	30.78254,0.8277906166498771
日本テレビのバラエティ番組	44.016987,0.8603533966245855
木更津市の学校	30.78254,0.8301209664887689
ソニー・ミュージックレコーズのアルバム	46.507298,0.8700239351273843
TBSのスペシャルドラマ	42.66079,0.8633242479233347
土曜ワイド劇場の主題歌	49.128494,0.8808944164916266
フジテレビ木曜10時枠の連続ドラマの主題歌	48.78032,0.8940807033795224
KUKI女優	29.265335,0.8529993748571102
アリスJAPAN女優	29.265335,0.8529993748571102
俳優	29.128681,0.8653888888888889
読売テレビのバラエティ番組	44.016987,0.9033474481667239
千代田区の高等学校	35.705338,0.8906020443561703
千代田区の中学校	35.705338,0.8906020443561703
千葉県の私立小学校	30.78254,0.8903820248199588
TBSの刑事ドラマ	29.391914,0.8932537079903978
東野圭吾の小説	30.004686,0.8953113747427984
龍谷総合学園	35.705338,0.9145426794477626
人物	36.406937,0.9166666666666666
文学	29.391914,0.9004629629629629
千葉県の私立高等学校	30.78254,0.9168893991245617
千葉県の私立中学校	30.78254,0.9168893991245617
東京都区部の私立中学校	35.705338,0.9385364586585839
東京都区部の私立高等学校	35.705338,0.9563895845578929
CBSソニーのアルバム	32.424286,0.9711215986273053
糸島市	30.78254,0.9820280349794238
## IMINE2-J-049	ヴィレッジヴァンガード
企業	845.876756,
存命人物	677.4409650000001,0.010833333333333332
イオンショッピングセンター	677.6238129999999,0.07510972145195688
2000年開業の施設	318.673602,0.39677036063104104
イオンモール	446.676646,0.8604489921357026
サブカルチャー	57.30184,0.18593969107692299
アルバム	251.048988,0.6205905272767704
社会貢献	52.217125,0.2560872052217188
フリーライター	46.5813,0.32612050165037726
日本のシンガーソングライター	235.64063099999998,0.7177662770165918
日本の歌手	140.55453599999998,0.5248101824935977
1988年生	93.9654,0.4330062756903958
コンサート	52.217125,0.365874238442001
1996年開業の施設	94.74903599999999,0.4564880705784999
日本の実業家	55.761406,0.37611552134535503
2008年開業の施設	90.393236,0.4564880705784999
2002年開業の施設	86.85233600000001,0.4564880705784999
2000年竣工の建築物	92.23709099999999,0.48414281557687955
食文化	183.202819,0.6728395061728394
北海道出身の人物	150.762886,0.6072672604973849
1998年設立の企業	57.30184,0.42603460936160403
動物福祉	52.217125,0.41739128521415014
沖縄県のショッピングセンター	284.547117,0.8982438962238989
歌手	143.528556,0.6090991110468107
日本のバンド	143.804354,0.6242875325868135
1948年生	55.761406,0.44209612197073606
1991年生	52.814217,0.44209612197073606
フリーペーパー	47.27175,0.43464779116178937
1983年生	50.669937,0.44209612197073606
1985年生	49.10312,0.44209612197073606
1984年生	48.910446,0.44209612197073606
1976年生	48.42018,0.44209612197073606
日本の映像作家	50.669937,0.4472468397538485
1958年生	46.5813,0.44209612197073606
1981年生	44.538006,0.44209612197073606
アメリカ合衆国の飲料メーカー	44.862907,0.442900713615493
