## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
ノルウェーの歴史	73.25874400000001,0.4224934140314523
エストリズセン家	72.893187,0.44515476656826375
デンマークの君主	72.793993,0.4498951541182583
デンマークの歴史的地域	73.02216200000001,0.49507433627930464
デンマークの条約	72.647366,0.5344355170972342
バルト帝国	72.647366,0.5411913343814735
スウェーデンの条約	72.647366,0.5522723289195756
スウェーデン系デンマーク人	72.898765,0.5744810711878175
シュレースヴィヒ＝ホルシュタインの歴史	72.75130999999999,0.6039819734056576
17世紀のヨーロッパ史	54.575917000000004,0.29732486916085354
デンマークの県	72.60456800000001,0.6645117043728161
人物	72.594179,0.6666666666666666
かつて存在したヨーロッパの国家	54.883309,0.4715167199519208
サッカーデンマーク代表選手	72.952889,0.8043148969838021
オルデンブルク家	54.530455,0.5425068694160162
デンマークの行政区画	54.67481600000001,0.575426447096638
中世ヨーロッパ	36.504386999999994,0.2579131106880552
デンマーク王国	54.90839799999999,0.6060253067287688
シュレースヴィヒ公	54.607558,0.6245181972550241
デンマークの島	54.548113,0.6429970701857073
デンマーク語の人名	36.357788,0.34038101686697536
スウェーデン・デンマーク関係	54.555552000000006,0.6602280605308992
歴史	54.643964999999994,0.6666666666666666
フェロー諸島	54.692525,0.687225110028409
デンマークの組織	36.366084,0.4091245750268713
女性君主	36.387731,0.41725691393070846
父称姓	36.578049,0.42683333333333334
1944年生	36.407866999999996,0.43001555350548376
1978年生	36.385536,0.43001555350548376
デンマーク語の姓	36.578049,0.4450590203604078
デンマークの言語	36.675106,0.45019002963326143
デンマークの王妃	36.31858,0.45245746134058507
デンマークの国際関係	36.287604,0.45662731426409375
君主の継嗣	36.624577,0.4627218490024982
デンマークの王朝	36.46673,0.46782627112727815
コペンハーゲンの組織	36.370549999999994,0.46877354657751136
デンマークの軍人	36.464308,0.4745075982689342
古都	18.30611,0.1627572016460905
デンマークの都市	36.498823,0.48134348480049405
ヴァイキング	36.636609,0.48872558185868736
デンマークの政治	36.443464000000006,0.4858381114093086
デンマークの音楽	36.379824,0.48706509602712994
グリーンランドの歴史	36.601683,0.4930605770065476
各国の地域	18.234894,0.17692081285246153
スウェーデンの王朝	36.46673,0.5225352620478713
方言	18.270302,0.2156510419082185
旧デンマーク植民地	36.601683,0.5404118131896901
植民主義	18.361197,0.23340231013842122
カルマル同盟の君主	36.341057,0.5525033314485057
環境活動家	18.185791,0.2434648792430856
地方区分の一覧	18.234894,0.25
スカウト関係者	18.222076,0.25
国際オリンピック委員会委員	36.4846,0.5734223653650597
歴史博物館	18.190836,0.25689250532908603
18世紀のヨーロッパ史	18.228975,0.2619553430346154
オーデンセ	36.565752,0.5960082271571686
デンマークのサッカー	36.361516,0.6007569916802192
大北方戦争	36.300424,0.6103891681547479
コペンハーゲン大学の教員	18.25177,0.297659535888709
デンマーク工科大学の教員	18.25177,0.297659535888709
ノーベル文学賞受賞者	18.137491,0.30161970875099037
各国のイスラム教	18.193361,0.3042337714655604
ユダヤ系デンマーク人	18.25177,0.30618055555555557
海洋国家	18.361197,0.31325565618564444
16世紀のヨーロッパ史	18.228975,0.3151353170424924
国際関係史	18.228975,0.3199074074074074
サッカー選手	36.388809,0.6472222222222223
宇宙機関	18.227076,0.3303993526930171
音楽系教育機関	18.169237,0.3322406409854659
ヨーロッパの地方区分	18.234894,0.33627651573335815
大勲位菊花章頸飾受章者	18.178661,0.33541666666666664
インド・ヨーロッパ語族	18.404804,0.3402121510586348
大航海時代	18.361197,0.34073071657541354
アメリカ大陸の植民地化	18.240486,0.3541646050661569
デンマークの医療	18.203117,0.3553661382985423
デンマークの国の象徴	18.264828,0.356523687451036
デンマーク語	36.675106,0.6786898472045656
デンマークのオリンピック選手	36.343861000000004,0.6730937090972425
ヨーロッパの通貨	18.199718,0.36484179831382096
クローネ	18.199718,0.36855457848450673
コペンハーゲンの教育	18.169237,0.3715305938116544
日本の実業家	18.185791,0.37326568797735776
日系人	18.185791,0.37622777498712673
中央銀行	18.38845,0.380462962962963
摂政	18.139761,0.3795681939665664
ゲルマン	18.275412,0.38481795984171385
デンマーク関連一覧	18.532787,0.3920120883513927
各国の首相	18.15323,0.3856127218466617
1900年生	18.290562,0.3972696640928641
デンマークの経済	18.38845,0.40574777086724756
デンマークの実業家	18.185791,0.40960225668837835
日本の社会運動家	18.185791,0.4102492205931792
デンマークの医師	18.240417,0.412030873211937
アイスランドの歴史	18.361197,0.41418494567607517
デンマークのバドミントン選手	36.343861000000004,0.7333582346269095
ドイツの言語	18.404804,0.41988190850617046
レジオンドヌール勲章受章者	18.178661,0.4162596580836295
2014年没	18.31231,0.4216192362605217
1976年没	18.290562,0.4216192362605217
1939年没	18.253355,0.4216192362605217
1951年没	18.25177,0.4216192362605217
1991年没	18.210953,0.4216192362605217
1995年没	18.187572,0.4216192362605217
1970年没	18.174725,0.4216192362605217
1949年没	18.171215,0.4216192362605217
1996年没	18.165754,0.4216192362605217
1964年没	18.150585,0.4216192362605217
1962年没	18.146666,0.4216192362605217
1950年没	18.137491,0.4216192362605217
女性摂政	18.20907,0.42553607683420575
数学に関する記事	18.25177,0.42745464852607706
1958年生	18.371824,0.43001555350548376
1968年生	18.334015,0.43001555350548376
デンマーク王族の妃	18.187572,0.42764009500644373
1937年生	18.31231,0.43001555350548376
1935年生	18.256021,0.43001555350548376
2007年生	18.24187,0.43001555350548376
日本の作家	18.371824,0.43229166666666663
1972年生	18.217068,0.43001555350548376
デンマークの民族	18.275412,0.4311224768736822
1919年生	18.210953,0.43001555350548376
1912年生	18.187572,0.43001555350548376
1940年生	18.178661,0.43001555350548376
2009年生	18.178202,0.43001555350548376
1918年生	18.165754,0.43001555350548376
1969年生	18.164013,0.43001555350548376
2002年生	18.139761,0.43001555350548376
1999年生	18.135067,0.43001555350548376
2005年生	18.13356,0.43001555350548376
1986年生	18.130066,0.43001555350548376
金羊毛騎士団員	18.178661,0.431335080779217
1898年没	18.15347,0.43272939815795286
1864年没	18.140284,0.43272939815795286
デンマーク首都地域	36.392431,0.752572715787418
国教会	18.139008,0.43404240693073604
デンマークの科学技術	18.227076,0.4372719419412403
1858年生	18.253355,0.4383269429879277
1887年生	18.25177,0.4383269429879277
ノルウェーの王妃	18.20907,0.43827236494113114
1893年生	18.174725,0.4383269429879277
1876年生	18.171215,0.4383269429879277
1817年生	18.15347,0.4383269429879277
1888年生	18.150585,0.4383269429879277
1891年生	18.146666,0.4383269429879277
1789年生	18.140284,0.4383269429879277
1873年生	18.137491,0.4383269429879277
各国のワイン	18.326347,0.44180572280608593
日本の社会起業家	18.185791,0.4402372311583162
デンマークの大学	18.169237,0.4427094982265789
コペンハーゲンの文化	18.169237,0.44394875058743594
スウェーデンの歴史	18.228975,0.4488009158169685
国家間のサッカーのライバル対決	18.20861,0.44867077972650365
ドイツの歴史的地域	18.236149,0.4564093614514573
デンマークのオリンピック銅メダリスト	36.343861000000004,0.7767532289519183
デンマークの鉄道	18.251099,0.4636073412017985
生年不明	18.16511,0.4646298621827847
デンマークの宗教	18.193361,0.46629896029594176
ルーシ諸公の公女	18.16511,0.47043432953165853
ノルウェーの王朝	18.258184,0.4726836782444406
コペンハーゲンのスポーツ	18.201313,0.47399269801764876
1720年の法	18.13364,0.47531435444763603
デンマークの数学者	18.25177,0.478055962329017
デンマークのオリンピック銀メダリスト	36.398436000000004,0.7981240006044865
各国関係記事の一覧	18.532787,0.4861111111111111
スウェーデンの国際関係	18.155994,0.47963855247270804
スキョル家	18.139761,0.48021691684207046
スウェーデンの地理	18.155994,0.48058229119698265
デンマークの摂政	18.20907,0.49166478107870765
スウェーデンの摂政	18.20907,0.4931495444115171
デンマークのキリスト教	18.139008,0.4929242575067329
七王国時代	18.275412,0.49682658193896695
デンマークの軍事	18.232868,0.4963556610092701
1700年の法	18.166784,0.4977527937082898
デンマークの食文化	18.326347,0.5015169563095904
スウェーデン語の男性名	18.129965,0.5008858853625866
1241年没	18.26842,0.50834242341064
1680年没	18.240417,0.50834242341064
欧州中央銀行制度	18.38845,0.5110968039023998
1412年没	18.20907,0.50834242341064
1182年没	18.207151,0.50834242341064
1198年没	18.16511,0.50834242341064
1018年没	18.139761,0.50834242341064
1481年没	18.131987,0.50834242341064
デンマークの著作家	18.240417,0.5141323772814739
ラーチャミトラーポーン勲章受章者	18.178661,0.5134505252986397
大チャクリー勲章受章者	18.178661,0.5134505252986397
1170年生	18.26842,0.5167387406556021
1603年生	18.240417,0.5167387406556021
デンマークの政党	18.165754,0.5159279274350009
1353年生	18.20907,0.5167387406556021
1131年生	18.207151,0.5167387406556021
989年生	18.139761,0.5167387406556021
1426年生	18.131987,0.5167387406556021
デンマークの建築物	18.190836,0.5215710495375133
コペンハーゲンの博物館	18.190836,0.5245240466449596
1613年の法	18.211952,0.5263565995988756
1679年の法	18.13499,0.5263565995988756
デンマーク音楽アカデミー	18.169237,0.5365553640087973
ガーター勲章	18.178661,0.5373758939874087
北欧の民族	18.275412,0.541862309934235
社会主義インターナショナル	18.165754,0.5481342798909566
デンマークの博物館	18.251099,0.5545071188040146
デンマークの解剖学者	18.240417,0.5656851682384735
ドイツの領邦	18.214737,0.5778523797162709
ロスキレ出身の人物	18.171741,0.5838162499642776
デンマークの首相	18.15323,0.5862328035954706
国章	18.264828,0.590396448592244
グリーンランド	18.13161,0.6077605378238222
スウェーデンのサッカー	18.20861,0.6092056613939283
デンマークの植物学者	18.240417,0.6112122445589605
デンマークの指揮者	18.165754,0.6111475294386072
デンマーク音楽アカデミー出身の人物	18.165754,0.6201578131052972
デンマークのユーロビジョン・ソング・コンテスト参加者	18.210587,0.6362222078753582
北ゲルマン語群	18.404804,0.6400400028935186
ロストック出身の人物	18.240417,0.643850021598954
デンマークの詩人	18.137491,0.6468469556765092
デンマークの小説家	18.137491,0.6507990219248087
各国のユーロビジョン・ソング・コンテスト	18.210587,0.6542536231495771
大阪市出身の人物	18.371824,0.6581023716135117
酒	18.326347,0.6597222222222222
美術家	18.371824,0.6611111111111112
医学	18.203117,0.6597222222222222
バルト海の島	18.145441,0.6593221195267912
クラシック音楽	18.169237,0.6600198412698413
音楽家	18.165754,0.6611111111111112
政治	18.165754,0.6615740740740741
宇宙開発	18.227076,0.6663194444444445
リューリク朝ログヴォロド系	18.16511,0.6661089000349641
ホルシュタイン公	18.131987,0.6704444641234215
ホルシュタイン伯	18.131987,0.6704444641234215
双子のサッカー選手	18.217068,0.6741779233070733
岩手県出身の人物	18.185791,0.681245505189546
金融	18.38845,0.6899305555555555
オルデンブルク伯	18.131987,0.685930884065309
イスラム・	18.193361,0.6880415013227513
大学	18.169237,0.6970486111111112
デンマークのサッカー指導者	18.31231,0.707050937273868
ルター派世界連盟	18.139008,0.7308621123125335
フリジア諸島	18.236149,0.7705945803051114
ルンド	18.13499,0.7832334726484109
ヘッセン＝カッセル家	18.15347,0.8071389412818168
UEFA	18.152906,0.8304267087272065
シャルケの選手	18.217068,0.8817762015246342
VfLヴォルフスブルクの選手	18.171741,0.901075210048011
レンジャーズの選手	18.171741,0.909635836405464
オーデンセBKの選手	18.31231,0.9318531735825331
ブレンビーIFの選手	18.217068,0.9455161179698215
FCコペンハーゲンの選手	18.171741,0.9455161179698215
ヴェイレBKの選手	18.171741,0.9455161179698215
IFエルフスボリの選手	18.171741,0.9455161179698215
ルーテル教会	18.139008,0.9722222222222221
## IMINE2-J-046	ガーデニング
ガーデニング	2121.1761099999976,
園芸	523.1938329999999,0.16980237075565952
園芸学	452.092723,0.1743132699937401
農業	386.111127,0.07991646888947702
造園	381.33679299999994,0.1335934123112068
花卉	356.52497999999997,0.21527528864856604
造園教育	353.165888,0.1947447069816665
存命人物	299.610719,0.10115849247685185
学校	321.620309,0.3928534892796925
建築	297.215127,0.44785808296360585
環境学	203.72856,0.16909355218727729
作庭家	218.16933999999998,0.2949242862654321
植物	227.74981499999998,0.44883668373641655
園芸家	193.570549,0.2773140914351852
庭園	196.264999,0.47202369105963055
土壌	152.79641999999998,0.1386114730800075
庭園	152.79641999999998,0.16790530999719577
農業技術	152.79641999999998,0.26073381505058296
テレビ番組	168.06247,0.4805346359610619
外構	127.12777299999999,0.19692630497142968
建築教育	126.90903599999999,0.20112206943804417
農業に関するメディア	122.78998899999999,0.2445601396638676
ナス科	152.79641999999998,0.5012152777777777
住宅	123.147735,0.27282118055555554
エクステリア	98.418849,0.37040979702066007
愛知県の学校	101.86428,0.48309375000000004
美術家	99.92860099999999,0.4958333333333334
東京都出身の人物	95.32265899999999,0.503107853223594
養成学校	75.976896,0.32718460648148145
日本の農林水産業	73.02179699999999,0.4472247942386831
日本の農学	73.460432,0.4683233831727135
デザイン学校	73.053932,0.5116398748285322
名古屋市の専修学校	101.86428,0.9388342335390946
愛知県の私立学校	101.86428,0.9426215277777776
造園家	50.93214,0.2020624437483032
ヒートアイランド	50.93214,0.2050623143672919
鉱物	50.93214,0.23254243827160492
環境に関するメディア	50.93214,0.24108929490005881
窓	50.93214,0.2453559027777778
環境保護運動	50.93214,0.2537503271893931
ハナシノブ科	101.86428,1.0
廃棄物処理	50.93214,0.2635164241622575
建築意匠	50.93214,0.2717614896797839
東京都の学校	73.241665,0.6096247669110083
省エネルギー	50.93214,0.2890071097883598
マグネシウムの化合物	50.93214,0.296875
住宅関連企業	50.93214,0.3052300846220207
建築環境工学	50.93214,0.3157484567901234
農業関連企業	50.93214,0.3170298366065021
環境技術	50.93214,0.32129463855131174
有機農法	50.93214,0.3268322861552028
鉄の化合物	50.93214,0.3304398148148148
肥料	50.93214,0.34034461805555555
業界紙	50.93214,0.34916378158261563
アルミニウムの化合物	50.93214,0.35416666666666663
草	50.93214,0.3611111111111111
ドイツの社会	50.93214,0.37935233410493824
農業政策	50.93214,0.3920808531746031
温室効果ガス削減	50.93214,0.3941604509602195
ケイ酸塩	50.93214,0.3975694444444444
日本の景観	50.93214,0.40202546296296293
インテリア	50.93214,0.41041720862727804
日本の環境	50.93214,0.42060185185185184
観賞用樹木	50.93214,0.42489711934156377
デザイナー	50.93214,0.4317258944901691
テレビの教養番組	50.93214,0.4433087384259259
アプリケーションソフト	50.93214,0.44566186556927295
日本の自然保護	50.93214,0.4575617283950617
フランスの芸術	50.93214,0.4638474151234568
日本の卸売企業	50.93214,0.47875771604938266
日本の建築	50.93214,0.5181675335411942
ドイツの庭園	50.93214,0.5241922260802468
裸子植物	50.93214,0.5416666666666666
ラジオの教養番組	50.93214,0.5504099151234568
建設	50.93214,0.5625
デザイン	50.93214,0.5632526066162061
日本の新聞	50.93214,0.5656199417009602
日本のタレント	48.190071,0.5474922839506173
針葉樹	50.93214,0.5906378600823046
建築物	24.021255,0.23279474206349204
神奈川県の学校	50.93214,0.6441250000000001
宮城県の学校	50.93214,0.6441250000000001
大分県の学校	50.93214,0.6441250000000001
ソフトウェア	50.93214,0.6493055555555556
NHKの教養番組	49.877410999999995,0.6375096450617284
鉱物	50.93214,0.65625
学校	50.93214,0.6575231481481482
報道	50.93214,0.6600308641975309
企業	50.93214,0.6600694444444444
造園施設	22.930847,0.24326388888888886
環境	50.93214,0.6666666666666666
リサイクル	23.538662,0.26090589559713984
カウンターカルチャー	21.662334,0.24001798129453394
ラジオ番組のパーソナリティ・DJ	45.803471,0.6035556520061729
西洋式庭園	21.818745,0.24444806134259262
フリーアナウンサー	44.771224000000004,0.5931712962962963
大学	50.93214,0.6970486111111112
労働の形態	23.581194,0.29166666666666663
東京都	45.334511,0.6311111111111112
サントリー	50.93214,0.7170656494079113
農林水産省	50.93214,0.7180987654320987
日本の公立専修学校	50.93214,0.7197482638888889
造園関係の職業能力開発校	21.97583,0.29166666666666663
アナウンサー	45.259984,0.6670123456790125
建築用語	24.021255,0.34842013888888884
ラジオのミニ番組	50.93214,0.7527116402116402
インテリアに関する企業	25.044756,0.37103610219091737
台東区の企業	50.93214,0.7640248842592592
東京都港区の企業	50.93214,0.7640248842592592
日本の産業	22.491432,0.34426440329218105
職業	22.383074,0.344644323861327
建築構造	22.930847,0.3538143218449931
紙の原料	23.538662,0.36680169753086417
日本の実業家	24.511015,0.38882458847736623
大阪府出身の人物	46.708112,0.7279256687242798
木材	23.538662,0.38571676954732503
神奈川県出身の人物	46.278027,0.7276363168724279
英語教育	22.044487,0.3694712898662551
九州・沖縄地方のテレビのミニ番組	50.93214,0.8041666666666667
バイオ燃料	23.538662,0.3960345400377229
西日本放送のラジオ番組	50.93214,0.8189112103174603
福井放送のラジオ番組	50.93214,0.8267122395833333
台東区の学校	50.93214,0.8298128858024691
建築雑誌	23.096664,0.42888288751714676
1964年生	25.059816,0.4615354938271604
兵庫県の学校	50.93214,0.8499392361111111
茨城放送の番組	50.93214,0.851412037037037
日本のリフォームに関する企業	24.995277,0.4666174768518518
1932年没	23.996143,0.4522100970017636
1940年生	24.511015,0.4615354938271604
1935年没	23.830524,0.4522100970017636
園芸学者	25.059816,0.4732019962522046
盆栽	24.021255,0.4585648148148147
1955年生	24.108736,0.4615354938271604
大分放送のラジオ番組	50.93214,0.866087962962963
東北放送のラジオ番組	50.93214,0.866087962962963
長崎放送のラジオ番組	50.93214,0.866087962962963
南日本放送のラジオ番組	50.93214,0.866087962962963
宮崎放送のラジオ番組	50.93214,0.866087962962963
1998年創刊の雑誌	23.096664,0.44955632716049376
花	22.107311,0.43635223765432096
小平市の学校	50.93214,0.8691705246913579
山陽放送のラジオ番組	50.93214,0.8693287037037037
信越放送のラジオ番組	50.93214,0.8697420634920635
山形放送のラジオ番組	50.93214,0.87046875
1968年生	23.679056,0.4615354938271604
名古屋市の画像提供依頼	50.93214,0.8706018518518519
山口放送のラジオ番組	50.93214,0.8708829365079365
1843年生	23.996143,0.4703542952674897
1838年生	23.830524,0.4703542952674897
東京都の専修学校	50.93214,0.8790219907407406
空間デザイナー	25.165937,0.4923939043209876
琉球朝日放送のテレビ番組	50.93214,0.8817824074074074
1948年生	22.752771,0.4615354938271604
藤沢市の学校	50.93214,0.8875861625514403
1958年生	22.535177,0.4615354938271604
ジャスダック上場企業	50.93214,0.8877546296296297
名古屋市北区の教育	50.93214,0.8913323045267489
1967年生	22.209284,0.4615354938271604
東京都の芸術系学校	50.93214,0.8936342592592591
1950年生	22.044487,0.4615354938271604
淡路市の教育	50.93214,0.8959490740740741
1976年生	21.767012,0.4615354938271604
1970年生	21.760202,0.4615354938271604
1979年生	21.648296,0.4615354938271604
ラジオ番組	50.93214,0.9027777777777778
神奈川県の専修学校	50.93214,0.9044849537037036
宮城県の専修学校	50.93214,0.9044849537037036
岐阜県の専修学校	50.93214,0.9044849537037036
大分県の専修学校	50.93214,0.9044849537037037
日本国外の日本庭園	44.919056,0.822419849537037
可児市の教育	50.93214,0.9169753086419753
東京都の私立学校	50.93214,0.9171585648148147
大分市の学校	50.93214,0.9220124421296296
名古屋市中区の学校	50.93214,0.9224858539094649
名古屋市中区の歴史	50.93214,0.9234182098765432
レースクイーン	21.648296,0.4852519933127572
イギリスの造園家	23.830524,0.5233681984453589
日本の害虫・害獣駆除事業者	24.995277,0.5507754629629629
英語の姓	22.687521,0.5182709619341563
宮城県の私立学校	50.93214,0.9426215277777776
神奈川県の私立学校	50.93214,0.9426215277777776
ガールズバンド	22.18101,0.5162099500293944
工芸家	23.996143,0.548695842212914
岐阜県の公立学校	50.93214,0.9539351851851852
アニメソング歌手	21.760202,0.5203756815843621
過去のワンエイトプロモーション所属者	21.648296,0.520775462962963
仙台市青葉区の学校	50.93214,0.9610661008230452
アナウンサー	44.089454,0.8708333333333333
イギリスの庭園	21.649834,0.53579202031893
イギリス	21.649834,0.5368441358024691
日本文化	24.021255,0.5785648148148148
鹿沼市	50.93214,0.9888888888888888
日本のファッションブランド	24.849339,0.600438850308642
イギリスの美術家	23.996143,0.5889184670781893
海南市の企業	50.93214,0.9944212962962963
日本の歌手	21.760202,0.5573189943415637
日本の植物園	24.247366,0.5960807778512639
アメリカ合衆国の雑誌	23.096664,0.5788545953360769
内容が過剰となっている記事	50.93214,1.0
ヤマモガシ科	50.93214,1.0
キク亜科	50.93214,1.0
日本の西洋式庭園	22.511446,0.5918736979166667
NHKの情報・ワイドショー番組	22.044487,0.6015559474818735
1982年開業の鉄道駅	22.66568,0.6149146825396825
日本の美術系専修学校	22.121792,0.6085252700617283
占領軍が接収した日本の施設	22.511446,0.6145921210562414
2002年のモータースポーツ	22.700724,0.6211523644179893
ニンテンドーDS	22.756565,0.6282062271376315
美術雑誌	23.096664,0.6345155321216278
歌舞伎町	22.823065,0.631806841563786
日本のジャーナリスト	23.0507,0.6367642195767196
日本の町・字	22.511446,0.6311111111111112
ファッション	24.849339,0.6671875
芸能人	24.511015,0.6666666666666666
コンピュータゲーム	22.756565,0.6445158730158731
教育	23.581194,0.6597222222222222
島根県の学校	22.121792,0.6441250000000001
ラジオ番組	21.980438,0.6620817901234568
人物	22.044487,0.6666666666666666
日本のイングリッシュガーデン	24.247366,0.7006597222222223
千葉大学の教員	25.32373,0.7196296296296296
アイドル	21.648296,0.6666666666666666
コンピュータゲームのシリーズ	22.756565,0.6863254372427984
在日イギリス人	22.044487,0.6767965841171859
ロンドン出身の人物	22.044487,0.677554070084824
千葉県出身の人物	25.32373,0.7276363168724279
グラビアアイドル	21.648296,0.676003086419753
愛媛県出身の人物	23.0507,0.7255845491956603
文学を原作とするテレビドラマ	23.529837,0.7335551697530864
職業	22.383074,0.7206597222222222
労働	23.581194,0.7395833333333333
京都府出身の人物	22.752771,0.7276363168724279
長崎県出身の人物	22.535177,0.7255845491956603
渋谷区の企業	24.995277,0.7640248842592592
大分県出身の人物	22.209284,0.7255845491956603
NHK総合平日夕方の地域番組	21.678595,0.739255401234568
松竹製作のテレビ番組	23.529837,0.7727752057613169
品川区	21.97583,0.7640689300411522
日本のドライバー	21.767012,0.765096664951989
NHKのミニ番組	24.704697,0.8131349206349205
バンクーバーの観光地	21.822392,0.7721161265432097
シティ・オブ・ウェストミンスター出身の人物	23.996143,0.8175397652116402
京都市を舞台とした作品	23.529837,0.8113618827160494
日比谷公園	22.511446,0.7991385673868313
JFNCの番組	21.980438,0.7949131944444444
スクウェア・エニックス	22.756565,0.830022344393004
千代田区の公園	22.511446,0.8300202546296297
ブリティッシュコロンビア州の文化	21.822392,0.820138888888889
土曜ワイド劇場のシリーズ	23.529837,0.8480034722222222
足立区の学校	22.309525,0.8298128858024691
北海道のアナウンサー	21.720524,0.8216961279461279
旭川市	24.247366,0.8618198445358939
朝日放送のテレビドラマ	23.529837,0.8529185956790123
北海道の観光地	24.247366,0.8774919137361267
FM-FUJI	23.0507,0.859684842249657
北海道の鉄道駅	22.66568,0.8548654270326723
NHKの地域番組	22.044487,0.8475
NHKのBS番組	25.172714,0.9020447530864197
柳生氏	23.679056,0.8905338541666666
千代田区の町名	22.511446,0.8802854938271605
札幌テレビ放送	22.752771,0.8973989898989898
STVラジオ	22.752771,0.9051789158950616
埼玉県の専修学校	22.528292,0.9044849537037036
恵庭市	22.66568,0.9097222222222222
東京都の公園	22.823065,0.9130156893004114
大阪府の企業	22.089657,0.9027623456790123
島根県の専修学校	22.121792,0.9044849537037036
東京メトロポリタンテレビジョンのアナウンサー	22.36893,0.9300025720164609
兵庫県発祥の企業	22.089657,0.9340817901234568
埼玉県の私立学校	22.528292,0.9426215277777776
北海道旅客鉄道の鉄道駅	22.66568,0.9447395833333332
伊丹市の歴史	22.089657,0.9475405092592593
日本国有鉄道の鉄道駅	22.66568,0.9615605709876542
藤沢市の企業	24.811813,0.9944212962962963
大分放送のアナウンサー	22.209284,0.957854938271605
整理が必要な項目	24.811813,1.0
NHK関西	22.044487,0.9591137566137565
東京都区部の公立中学校	22.309525,0.9783093278463648
千歳線	22.66568,0.9868248456790123
行田市	22.528292,0.9888888888888888
奥出雲町	22.121792,0.9888888888888888
イングランドのヘヴィメタル・バンド	22.18101,0.9929253472222223
## IMINE2-J-047	t検定
数学に関する記事	445.66889150000003,
存命人物	348.4714704999999,0.014243915343915342
統計検定	214.766796,0.1320064162954073
統計学	136.945832,0.23503755608334378
日本のタレント	96.03966199999999,0.26087962962962963
東京都出身の人物	78.84462149999999,0.3259339411508345
確率分布	72.4902685,0.28805953166801646
アイドル	68.38556700000001,0.32025486999233205
計量経済学	60.162645000000005,0.3303998745427526
学校	56.705096499999996,0.3620846176670739
1986年生	40.402306,0.2612312339298585
1989年生	39.20209,0.2612312339298585
日本のお笑いコンビ	41.549817,0.4000642769038111
グラビアアイドル	40.402306,0.4761020314400945
お笑い芸人	41.549817,0.552458664021164
日本の俳優	37.452437,0.4307629243827161
色	32.044649,0.2530606087981338
確率論	31.580896000000003,0.2718203158738883
言語教育	27.862038,0.15350138026526602
1988年生	32.042246,0.3200473143861453
電気自動車	30.165706,0.2679186745660913
企業	40.5777395,0.6600694444444444
オープンソース	28.613731,0.2729118750895896
オスカープロモーション	37.031313,0.5578860360790799
学者	40.196576,0.6666666666666667
日本の服飾	28.97719,0.3867333831275459
統計処理ツール	28.372629,0.3845127302622934
1959年生	26.902504,0.3745915718979814
韓国車の車種	30.165706,0.4898161467614348
軽自動車	30.165706,0.4949951542272162
レースクイーン	26.724904000000002,0.41354046933762184
日本の言語学者	25.188668,0.3646152163160917
愛知県出身の人物	31.924402,0.5915042845110628
日本のアイドル	27.983261,0.4612079820253557
日本の文学研究者	25.562398,0.38097714837610197
日本の作曲家	27.452166,0.45073858334658035
日本の歴史学者	24.261121,0.36887909444318023
統計	18.070896,0.18716921599787983
日本の女性ファッションモデル	29.269503999999998,0.5652072630552161
色	32.044649,0.6599537037037038
米	26.5410585,0.4789704858521234
試験	16.806608,0.20850346292024496
仮説	15.133769,0.1572520239383985
科学的方法	14.771715,0.16430769560831424
新潟県出身の人物	27.576007,0.5912403837332958
疫学	16.306538,0.22418798560229064
応用数学	16.629864,0.253372212831926
アカデミックスキル	14.771715,0.19678187384050877
ニコジョッキー	30.348476499999997,0.7210934147373566
東京都の学校	27.6804665,0.6441250000000001
教育	27.862038,0.6597222222222222
数学	27.939085,0.6651941609977324
言語学	27.862038,0.6666666666666666
衛生学	15.133769,0.23927298164183558
語学検定	14.473736,0.22596199152861926
方法論	14.771715,0.23777117183425409
コンピュータゲーム	26.6337875,0.6445158730158731
日本の民間資格	16.806608,0.31320213906035665
統計量	17.143291,0.3248015396912151
宗教学者	15.007908,0.2520171957671957
地域ブランド	12.325777,0.17007765794628088
信号処理	15.742774,0.29557873881217495
語学	13.388302,0.21610163775887972
農業	26.5410585,0.6666666666666666
教科教育学	13.388302,0.2222222222222222
電気機器	13.034641,0.21032799353161302
数理的手法と定量的手法(経済学)	16.629864,0.33348765432098765
消防設備	13.034641,0.21764571031414326
操縦技術	12.894936,0.21489109300631382
日本の翻訳家	24.004903,0.5978828689365109
国際日本文化研究センターの人物	15.007908,0.2951782287460773
テレビ番組	25.703291999999998,0.6620817901234568
俳優	25.390444000000002,0.6533333333333333
翰林大学校の教員	15.007908,0.30365440493541374
時系列分析	15.742774,0.33434920634920634
核磁気共鳴	13.135202,0.24952810194193256
ヨーロッパの言語	14.473736,0.2958519024214463
機械翻訳	13.943952,0.2857253576799697
数理ファイナンス	11.775772,0.2137367897942999
胎内市	31.537201000000003,0.8890990226337447
文書作成	12.894936,0.2566328778323934
衣料	12.170582,0.251218720528978
知識	14.771715,0.34710605962542007
鉄道車両	13.047639,0.2862391546639232
ヒッタイト	11.88223,0.24604127397486772
多重比較	17.11148,0.4391874448853615
ファッション	12.170582,0.2635299074684333
金融理論	11.775772,0.25382861568533904
リン	13.135202,0.30559413580246914
予備校	13.398196,0.3225919656635802
法政大学の教員	24.261121,0.7137123521090533
美術関連の職業	15.238041,0.39167315068841124
計算理論	12.007308,0.27847189936271144
科学哲学の主題	14.771715,0.37794939925044085
建築計画	13.034641,0.31587765071666524
