## IMINE2-J-001	cvs
日本の植物園	24.247366,43.45051711870148
アニメソング歌手	21.760202,42.99626809665369
イギリス	21.649834,43.65302178545497
過去のワンエイトプロモーション所属者	21.648296,44.02507661484345
ニンテンドーDS	22.756565,45.27769751427334
日本のジャーナリスト	23.0507,46.41028793602632
歌舞伎町	22.823065,47.33355446655535
美術雑誌	23.096664,47.84600744867678
日本の美術系専修学校	22.121792,48.064904032910256
整理が必要な項目	24.811813,49.87179418881746
台東区の学校	50.93214,59.102143471586544
コンピュータゲームのシリーズ	22.756565,50.969958439113256
在日イギリス人	22.044487,51.19615137787373
日本のイングリッシュガーデン	24.247366,52.80097430076461
ロンドン出身の人物	22.044487,52.57407936796926
グラビアアイドル	21.648296,53.07377215631051
日本国外の日本庭園	44.919056,62.38726121306533
兵庫県の学校	50.93214,65.6813496045641
西日本放送のラジオ番組	50.93214,66.7894939132685
千葉大学の教員	25.32373,58.002895909212086
福井放送のラジオ番組	50.93214,68.59422269601905
小平市の学校	50.93214,69.83183839812376
文学を原作とするテレビドラマ	23.529837,60.20111785050155
東京都の専修学校	50.93214,72.09333804325861
名古屋市の画像提供依頼	50.93214,72.96696451719734
ジャスダック上場企業	50.93214,73.75333396989544
名古屋市北区の教育	50.93214,74.78141359797938
藤沢市の学校	50.93214,75.90788824209525
九州・沖縄地方のテレビのミニ番組	50.93214,76.62363456180191
東京都の芸術系学校	50.93214,77.68575484494606
茨城放送の番組	50.93214,78.60113230372015
千葉県出身の人物	25.32373,68.0411159009241
島根県の学校	22.121792,67.02699885561479
淡路市の教育	50.93214,80.56542260315668
日本の町・字	22.511446,68.36653585924883
宮崎放送のラジオ番組	50.93214,82.10209345961248
東北放送のラジオ番組	50.93214,82.85858490430877
南日本放送のラジオ番組	50.93214,83.61507634900507
長崎放送のラジオ番組	50.93214,84.37156779370136
大分放送のラジオ番組	50.93214,85.12805923839764
愛媛県出身の人物	23.0507,72.7242255071176
長崎県出身の人物	22.535177,73.2723735752251
信越放送のラジオ番組	50.93214,87.41325304067892
山陽放送のラジオ番組	50.93214,88.19701701789343
山形放送のラジオ番組	50.93214,88.96848327825776
京都府出身の人物	22.752771,75.9348090783776
琉球朝日放送のテレビ番組	50.93214,90.39690662629528
大分県出身の人物	22.209284,76.92005883995361
渋谷区の企業	24.995277,78.87881285849112
山口放送のラジオ番組	50.93214,92.5257110636824
神奈川県の専修学校	50.93214,93.47243305296769
岐阜県の専修学校	50.93214,94.2974237649909
宮城県の専修学校	50.93214,95.12241447701413
大分県の専修学校	50.93214,95.94740518903738
名古屋市中区の歴史	50.93214,97.55895615426878
名古屋市中区の学校	50.93214,98.45514240035116
東京都の私立学校	50.93214,99.34534583626417
可児市の教育	50.93214,100.1997007972322
バンクーバーの観光地	21.822392,85.47247352777485
大分市の学校	50.93214,101.92853050760431
日本のドライバー	21.767012,87.09568495085591
品川区	21.97583,87.98795911887113
NHK総合平日夕方の地域番組	21.678595,88.97732227586754
神奈川県の私立学校	50.93214,107.1773167292582
宮城県の私立学校	50.93214,108.0681949611074
日比谷公園	22.511446,93.42499010638954
NHKのミニ番組	24.704697,95.3615607183476
京都市を舞台とした作品	23.529837,95.92093711460075
松竹製作のテレビ番組	23.529837,96.76193138255132
岐阜県の公立学校	50.93214,113.08233933129807
仙台市青葉区の学校	50.93214,114.20567206701122
シティ・オブ・ウェストミンスター出身の人物	23.996143,99.95149278530653
JFNCの番組	21.980438,99.71770868002594
ブリティッシュコロンビア州の文化	21.822392,101.13502848210659
北海道のアナウンサー	21.720524,102.16922715065382
千代田区の公園	22.511446,103.68293378266274
足立区の学校	22.309525,104.77895396019166
スクウェア・エニックス	22.756565,106.42507395629764
鹿沼市	50.93214,123.91807069113712
土曜ワイド劇場のシリーズ	23.529837,108.5831920761779
海南市の企業	50.93214,126.39651699682207
NHKの地域番組	22.044487,110.01377807741576
旭川市	24.247366,112.4199753178947
北海道の鉄道駅	22.66568,112.59633038814452
ヤマモガシ科	50.93214,130.5353315602314
キク亜科	50.93214,131.5353315602314
北海道の観光地	24.247366,117.83157555034269
FM-FUJI	23.0507,118.02054440199989
朝日放送のテレビドラマ	23.529837,119.50237028643177
千代田区の町名	22.511446,120.32427669506123
柳生氏	23.679056,122.42034520258441
NHKのBS番組	25.172714,125.03235600430301
札幌テレビ放送	22.752771,125.78741978943054
大阪府の企業	22.089657,127.03574410215776
恵庭市	22.66568,128.27891665166337
東京都の公園	22.823065,129.3844813687064
埼玉県の専修学校	22.528292,130.06680340551966
島根県の専修学校	22.121792,130.89179411754293
STVラジオ	22.752771,132.62843933751614
東京メトロポリタンテレビジョンのアナウンサー	22.36893,135.07663062732342
兵庫県発祥の企業	22.089657,136.01786623134623
埼玉県の私立学校	22.528292,138.91739094207722
伊丹市の歴史	22.089657,139.66798824594414
北海道旅客鉄道の鉄道駅	22.66568,141.30249933444878
NHK関西	22.044487,142.87327015747803
大分放送のアナウンサー	22.209284,144.08182843407786
日本国有鉄道の鉄道駅	22.66568,145.44510893915478
東京都区部の公立中学校	22.309525,148.69360798053728
藤沢市の企業	24.811813,151.97155741282265
千歳線	22.66568,151.7844639126489
行田市	22.528292,153.12916448607524
奥出雲町	22.121792,154.1071274490382
イングランドのヘヴィメタル・バンド	22.18101,155.62852318181726
## IMINE2-J-047	t検定
数学に関する記事	445.66889150000003,
存命人物	348.4714704999999,0.014243915343915342
統計検定	214.766796,0.13699120465519565
統計学	136.945832,0.39343992168053243
学校	56.705096499999996,0.3878598063297607
東京都出身の人物	78.84462149999999,0.7333187471868232
日本のタレント	96.03966199999999,1.1892719071468039
アイドル	68.38556700000001,1.1135372229614886
仮説	15.133769,0.4905832365452872
電気機器	13.034641,0.5733196446340005
言語教育	27.862038,0.9935260642238175
確率分布	72.4902685,1.7682487642153752
ヒッタイト	11.88223,1.048663616772982
計量経済学	60.162645000000005,2.1063021303164833
国際日本文化研究センターの人物	15.007908,1.3520583110733357
地域ブランド	12.325777,1.3875051377708278
1986年生	40.402306,2.1695866026477533
科学的方法	14.771715,1.6495488300294994
翰林大学校の教員	15.007908,1.8031318936889724
1989年生	39.20209,2.7216131465878917
色	32.044649,2.815141306762808
教科教育学	13.388302,2.245108553067001
ヨーロッパの言語	14.473736,2.362208512744459
アカデミックスキル	14.771715,2.5213445260065344
リン	13.135202,2.6041014954575
消防設備	13.034641,2.7373535777770077
生活	12.170582,2.7536369610090503
1988年生	32.042246,3.9128892361750816
統計	18.070896,3.391750609756192
学者	40.196576,4.728688862757179
電気自動車	30.165706,4.301908922559849
ファッション	12.170582,3.479062621424832
試験	16.806608,3.89500941409244
企業	40.5777395,5.534165577270234
計算理論	12.007308,3.8628860581139803
人名の曖昧さ回避	15.197861,4.118675266063741
1959年生	26.902504,5.028153393324702
日本の服飾	28.97719,5.45112803656667
確率論	31.580896000000003,5.88813396577695
衣料	12.170582,4.5425867260767046
操縦技術	12.894936,4.740002799757807
オープンソース	28.613731,6.203066425050771
教育	27.862038,6.276127157094601
衛生学	15.133769,5.3567070619856345
お笑い芸人	41.549817,7.977864311107407
核磁気共鳴	13.135202,5.444260771870504
日本の俳優	37.452437,7.933035205389423
語学検定	14.473736,5.850269010293189
言語学	27.862038,7.357080303282785
日本の歴史学者	24.261121,7.148382380109727
語学	13.388302,6.140356241923217
方法論	14.771715,6.544234652351722
1972年設立の企業	14.063686,6.69611536314989
疫学	16.306538,7.102550017784121
文書作成	12.894936,6.816746132001138
色	32.044649,9.280418035155359
金融理論	11.775772,6.937249379042839
日本のお笑いコンビ	41.549817,10.837774319125469
日本の言語学者	25.188668,9.137833610884208
農業	26.5410585,9.457871080382468
信号処理	15.742774,8.08228051332485
機械翻訳	13.943952,8.04733146969108
宗教学者	15.007908,8.396334588689255
数学	27.939085,10.541137270603322
統計処理ツール	28.372629,10.696505573367572
服飾	12.170582,8.440985529017663
日本の民間資格	16.806608,9.341439806693142
日本の文学研究者	25.562398,11.001801922701171
鉄道車両	13.047639,9.115449698166403
数理的手法と定量的手法(経済学)	16.629864,9.879689264030882
数理ファイナンス	11.775772,9.32615012937525
コンピュータゲーム	26.6337875,12.159601876006807
古代アナトリア	11.88223,9.666978863850524
統計量	17.143291,10.849536124853236
俳優	25.390444000000002,12.576745000763156
グラビアアイドル	40.402306,15.608828681016687
知識	14.771715,11.093255956690708
分析	14.432476,11.257537597748593
資格	16.806608,11.870596730066426
予備校	13.398196,11.369414744897975
時系列分析	15.742774,11.993395760385864
衣類	12.170582,11.371713780546534
応用数学	16.629864,12.522131835109702
レースクイーン	26.724904000000002,14.945157375894727
テレビ番組	25.703291999999998,14.903264397589046
建築計画	13.034641,12.246498730023912
日本の教育	13.388302,12.501935917231831
日本のアイドル	27.983261,16.207945359647866
韓国車の車種	30.165706,17.10445756915333
医学	16.306538,13.855437527299939
韓国の亡命者	15.007908,13.77259901969377
日本の作曲家	27.452166,17.243875224768754
1957年生	15.1447525,14.354959353025004
1924年生	15.007908,14.608995182494358
職業	15.238041,15.049012050267315
ご当地検定	15.007643,15.049483574000224
多重比較	17.11148,15.845024256556744
軽自動車	30.165706,19.826504265398643
東京都の学校	27.6804665,19.542059362089876
英語教育	13.388302,15.52150497143813
1985年生	14.063686,15.99998323443749
株式市場	11.775772,15.50255358677486
中東の民族	11.88223,15.715178351877501
米	26.5410585,20.540501538319234
経済学者	13.222336,16.441772459708748
1968年生	13.943952,16.975031320123446
科学哲学の主題	14.771715,17.522346353234948
雑誌編集者	15.007908,17.880853758416798
映画関連の人物	15.1447525,17.998168565565006
戦後日本の教育	13.388302,17.635460181157455
計算用具	12.007308,17.456521308677825
1979年生	13.508214,18.20679382849547
韓国の学者	15.007908,19.15559842913521
身体装飾	12.170582,18.52146599716295
1927年生	12.733333,18.938391429108467
1948年生	12.733333,19.192427258577823
短期大学	13.072651,19.473628588574936
日本の社会学者	12.378891,19.403358019926447
1974年生	12.733333,19.737472671255105
タイピング	12.894936,20.03516449458404
美術関連の職業	15.238041,21.247827065108698
音楽家	13.943952,20.931342105123523
最適化	12.656238,20.54968016295595
日本の経済学者	13.222336,21.03843212759844
1947年生	12.378891,20.90987370104176
内容の精度・確度に欠けている可能性のある記事	15.951979,22.542012076404625
日本の実業家	11.88223,20.95010393762325
フーリエ解析	15.742774,22.937214809458165
1980年生	12.122673,21.655067138909764
芸能人	12.733333,22.13701847363777
1993年生	12.061993,22.013151640441663
1977年生	11.88223,22.267187469911015
1942年生	11.88223,22.52122329938037
参照方法	15.951979,24.55602001291256
日本の工業に関する学科設置高等学校	14.901924,24.113357846496566
奈良文化財研究所の人物	12.733333,23.545268184953105
解析学	11.775772,23.347637948316763
ヒッタイト帝国	11.88223,23.864321494744022
ゲームクリエイター	13.943952,25.49494422616106
漫画家	15.388231,26.496842493137915
日本の女性ファッションモデル	29.269503999999998,33.537573132502345
救急救命士	12.122673,25.44966399211945
訳語に疑問点のある記事	15.388231,27.15716188324094
オスカープロモーション	37.031313,38.403994910503265
日本の服飾関連学校	15.951979,28.24090548150879
愛知県出身の人物	31.924402,36.92755738558521
技能士	13.047639,28.349585889153566
演繹	14.630025,29.528902051963474
日本の翻訳家	24.004903,35.35584799109344
確率過程	11.775772,28.986140089024065
日本の考古学者	12.733333,30.097037837801462
日本近現代史学者	12.378891,30.31176577800916
日本の漫画家	15.388231,32.795812751628254
日本の映画プロデューサー	15.1447525,33.155436576573315
漢字	12.58819,32.19954515559914
日本の美人コンテスト出場者	11.88223,32.136434716939696
新潟県出身の人物	27.576007,42.24919670999401
英語の姓	15.197861,35.04328241992904
貨物自動車	16.657492,36.54397519903704
デザイン	15.238041,36.157913175362104
日本のミュージシャン	13.508214,35.44326135899981
英語学者	12.733333,35.300434795617356
日本の女性モデル	11.88223,35.151627687002815
イギリス文学者	11.88223,35.58120388733033
日本のダンサー	11.88223,35.948338616124175
グラフ	12.007308,36.55528934063871
グラビアモデル	11.88223,36.89323977383208
日本文学研究者	13.680168,38.59047290905144
チアリーダー	12.733333,38.31508002664013
住友グループ	14.063686,39.62769891200611
1964年開業の鉄道駅	14.760942,40.64303830552287
数値解析ソフトウェア	14.339923,40.754526601015115
ラテン文字	13.149759,40.353293039764665
法政大学の教員	24.261121,49.19419465338158
戦前日本の教育	13.388302,41.57666590028924
データ放送連動番組	12.397001,41.189035199496566
日本の歌手	13.508214,42.71660910258112
文化	12.170582,42.845858745058486
ゲーム音楽の作曲家	13.943952,45.26799699851815
日本の私立短期大学	13.072651,45.104375442576625
微分方程式	11.775772,44.52473409443285
グラフ作成ソフト	15.639296,48.22796557049397
ダイアグラム	12.007308,45.75201831213014
ラジオ番組のパーソナリティ・DJ	12.733333,46.757156438524405
お笑い芸人	14.063686,48.90991526563398
ローカルタレント	12.733333,48.683201496853464
日本の自動車部品サプライヤー	14.063686,50.4035750703535
過去の松竹芸能所属者	14.2152815,51.009072032555515
1987年のテレビドラマ	12.397001,49.79522975424489
近畿地方のご当地検定	16.01884,54.53749077387551
ニコジョッキー	30.348476499999997,67.85632847064068
生年非公表	11.88223,52.662271929229796
中部地方のマスコット	16.529558,57.46362231817169
キョンチャ	16.657492,58.52163534031938
Apacheソフトウェア財団	15.880398,58.58152628573631
事業持株会社	12.733333,56.25805023834539
日本のサッカー審判員	12.122673,56.66828033196885
曲線	16.306538,61.18001745511063
日本のソフトウェア会社	13.943952,59.49223044335724
大阪府	16.01884,62.62701001888408
北海道出身の人物	11.88223,59.16689382703631
東京女子大学の教員	15.007908,63.27670725996004
日本のコンピュータゲームメーカー・ブランド	13.9004545,63.39740144563184
京都府出身の人物	15.773049,66.12860475728061
住友電工	14.063686,65.11287520449982
静岡市出身の人物	14.063686,65.68898566470811
奈良県出身の人物	15.506075,67.78256469959507
神戸大学の教員	13.680168,66.46803339644269
青山学院大学の教員	13.680168,67.32969925387894
日本大学の教員	13.222336,67.77228333152054
胎内市	31.537201000000003,87.72807783572216
広島大学の教員	12.733333,68.80570299150192
日本の競馬に関する人物	12.733333,69.37506024426622
ビーイング系列所属者	13.508214,71.00400646918007
同志社女子大学の教員	12.455335,70.50383424338975
関西大学の教員	12.455335,71.08516216196816
サンミュージック	14.8424015,75.10572281957927
栃木県出身の人物	13.222336,73.91433708189287
大阪市の文化	16.01884,77.648163961234
Java	15.880398,78.30689620361686
高知県出身の人物	12.733333,75.43015968912117
GNUプロジェクト	12.733333,76.00982634636918
大阪府出身の人物	12.733333,76.73260600374857
日本のギタリスト	13.508214,78.20013740858457
韓国のキリスト教徒	15.007908,80.71470923439401
千葉県出身の人物	12.477186,78.41196817843513
兵庫県出身の人物	12.455335,78.96360187261816
関西外国語大学の教員	12.733333,79.86412975885318
安田女子大学の教員	12.733333,80.44217974083563
セント・フォース	12.733333,81.09820387271668
長崎県出身の人物	12.061993,80.97099489039567
埼玉県出身の人物	12.122673,81.72429784904907
岐阜県出身の人物	11.88223,82.27593154323208
島根大学の教員	12.733333,83.91616135521407
テレビのアイドル番組	13.306291,85.83087425818343
豊島区の学校	15.951979,90.84496169111902
東京都区部の私立高等学校	27.6804665,106.021094536843
新宿区の企業	13.9004545,90.31964478910209
神戸市外国語大学出身の人物	12.455335,89.26671466187635
浅井企画	14.2152815,92.68062846813558
BEMANIシリーズの人物	13.943952,93.14518043566493
大田区の学校	14.901924,95.02363288304127
共同テレビのテレビドラマ	12.397001,92.86853442502566
ピックアップトラック	13.508214,95.07059020778428
エビス大黒舎	13.508214,95.929949395428
私立中高一貫校	12.7785425,95.98519173189945
横浜国立大学出身の人物	15.506075,100.32790087969902
フジテレビの深夜番組	13.306291,98.28345923178358
慶應義塾大学出身の人物	13.222336,99.32488656302564
フジテレビのテレビドラマ	12.397001,99.40770600681239
東京都北区の学校	12.7785425,101.11951422598412
大阪府の文化	16.01884,106.37081710839819
かつて存在した東京都の企業	12.733333,103.74942459620281
ネコをモチーフにしたマスコット	16.529558,109.68524342146543
東京都区部の専修学校	15.951979,110.28302431616879
青山学院大学出身の人物	12.733333,106.85808692326499
かつて存在した日本のコンピュータゲームメーカー	12.733333,107.64990539485355
島根県の食文化	14.2152815,110.78844856235081
新宿区の鉄道駅	14.760942,113.28440553999299
毎日新聞社の人物	12.378891,110.9637707418311
NHKのクイズ番組	12.397001,113.11617936325871
新潟県の食文化	12.325777,113.9985039306335
東京都の私立学校	15.951979,120.59243840511714
新潟県の大学	13.072651,119.79788345809105
阿倍野区の企業	13.943952,122.10151420038208
NHKのBS番組	12.397001,121.2636999764625
フジテレビのバラエティ番組	13.306291,124.21897757241224
ドワンゴ	12.733333,124.45048828896994
東京地下鉄の鉄道駅	14.760942,129.14415941991427
東京都区部の私立中学校	12.7785425,133.6124511646456
伊丹市の企業	14.063686,136.74530247307953
高梁市の企業	14.063686,137.73420300784463
## IMINE2-J-048	神田沙也加
存命人物	1088.329177,
松田聖子の楽曲	462.668713,0.08680555555555555
日本の俳優	420.5501249999999,0.7577384289400076
東京都出身の人物	299.136742,0.84447622998352
松田聖子が制作した楽曲	248.78869400000002,1.432404083312421
1986年生	134.82265,1.3328373601073267
企業	142.369813,1.6684315648651857
日本のアイドル	213.763057,2.190157643426756
人名の曖昧さ回避	100.751876,1.7787502308690009
地球を題材とした楽曲	44.54613,1.5845958101246453
俳優	218.170257,2.9390969899991024
日本の作曲家	226.686563,3.202720629453249
日本の歌手	213.763057,3.656089780083348
舞台芸術	163.365829,3.2815757169622217
1971年生	100.56377,3.0099715456992016
松田聖子のアルバム	199.408922,4.492831629111579
自然災害を題材とした作品	29.482502,2.7042999742216627
食文化	112.62115399999999,4.021394597219319
1980年生	88.033974,3.8473726153856656
1943年設立の企業	27.552338,3.1742722691467185
日本の作詞家	170.527988,5.7261655631366155
テレビ番組	125.82436299999999,5.211746618435884
日本の編曲家	153.01187799999997,6.089686010168505
シングル	136.695173,6.0822187514873365
1975年生	78.892838,5.1555602313397495
江崎グリコ	112.62115399999999,6.1496158681904936
日本の女性声優	134.82265,7.06085085452221
朗読	30.78254,4.882105663870139
日本の実業家	59.182467,5.829639234525032
日本の地名	45.580097,5.733566830693637
モダニズム建築	30.78254,5.5132119384027085
1972年生	71.410676,6.929496586368695
日本のミュージカル俳優	165.60519000000002,10.145324728534549
学校	66.487878,7.105029451866717
自殺した人物	35.705338,6.40222706351452
1989年設立の企業	43.1875,6.960511010397071
教育	41.481728,6.961301712192882
NHK紅白歌合戦出演者	163.222577,11.800639146316755
1969年生	60.516933,8.40330257266861
菓子の商品名	71.139426,9.11743740071925
1993年生	59.244845999999995,8.886828543163256
映画	72.670002,9.615700670716118
芸能プロダクション	43.1875,8.72604086095331
性風俗関係者	60.516933,9.73545147281871
松本隆が制作した楽曲	130.034633,13.044625870421594
1994年設立の企業	30.78254,8.873225418330298
2000年の舞台作品	28.118073,9.141524538696679
日本の賞	29.497858,9.439105138117052
美容の賞	29.497858,9.729165016746963
日本のギタリスト	143.559405,16.011038089431793
長大な音楽作品名	85.643648,13.146267765027947
NHK紅白歌合戦歌唱楽曲	124.02213599999999,15.821738806651032
日本の音楽プロデューサー	74.80751799999999,13.415400105484244
2001年没	42.66079,11.865380616770452
1924年生	42.66079,12.267473121521464
楽曲	83.64831,15.202509967911176
化粧品メーカー・ブランド	30.78254,11.957651615858165
1978年生	39.10218,12.92398015618506
人物	29.263002,12.468725368859815
1973年生	39.10218,13.238664133802564
1960年生	39.10218,13.492699963271921
1985年生	39.10218,13.746735792741276
2010年の舞台作品	30.78254,13.408347442766505
アイドル	58.675484999999995,15.720598044658026
コマーシャルソング	49.128494,15.190546988068974
日本語の姓	45.580097,15.165665344249096
2012年没	35.705338,14.640940664439457
蒲池氏	163.222577,25.348389314674872
文学	30.004686,14.473501224892015
日本のミュージシャン	66.487878,18.058850213336694
ソニー・ミュージックレコーズのアーティスト	163.222577,27.015223762618295
ファッション	29.497858,15.569240962240077
1968年生	36.406937,16.392928260106874
日本の不動産会社	40.847435,17.06371403285228
2004年の舞台作品	39.10218,17.184049753738616
1982年生	35.705338,17.142380429829
文人	30.78254,16.878549283532834
2013年没	30.78254,17.261941295029008
日本の振付家	30.78254,17.49199181301852
ユニバーサルミュージックジャパンのシングル	128.33220400000002,27.792908808345576
人物	36.406937,18.64525726186393
2010年の小説	29.391914,18.03336232018555
ロードムービー	29.482502,18.31095355038158
1950年生	32.63768,18.882466973632706
日本のタレント	58.919792,22.107010117153273
1970年生	32.48439,19.39773403703192
オリコンシングルチャート1位獲得作品	122.66350600000001,30.29901700573554
2008年の映画	43.1875,21.45069109149117
音楽	33.303596,20.574143142700525
日本の映像作家	36.406937,21.10632084226083
1930年生	30.78254,20.731726686317835
レーゼドラマ	66.487878,25.48627733973974
音楽家	32.48439,21.355584711590616
1995年生	30.360706,21.39349790821575
キリスト教	41.481728,23.120198253802034
日本の核武装推進論者	29.263002,21.662983261092467
1992年生	29.921295,22.016253281938365
氷菓	41.481728,23.844481319222396
1974年生	29.657698,22.532048570117325
2005年生	29.391914,22.78608439958668
NHK紅白歌合戦歌唱楽曲・作詞者・作曲者	67.502107,28.442433928853514
歌手	44.016987,25.322466554457673
1965年生	29.263002,23.445408452649634
1966年生	29.128681,23.699444282118986
天使を題材とした楽曲	86.303497,32.555515927045576
1962年生	28.399927,24.260975072087444
変ホ長調の曲	43.1875,26.942129552560857
日本のAV女優	89.645614,34.662609531919145
日本の医薬品メーカー	58.334878,30.345594733647825
2012年の音楽	37.53719,27.844846684895167
1994年の小説	30.004686,26.99320508436124
2000年代のミュージカル	67.220253,33.570451315887475
ニ長調の曲	39.10218,29.212056588509967
漫画	29.482502,27.66372906381302
菓子のコマーシャルソング	48.78032,31.535403836353556
文学	29.391914,28.330474398191942
2001年のフランス	30.78254,28.81040098820796
北海道出身の人物	70.25028800000001,36.21431471893087
ロ長調の曲	37.175003,30.77954601947081
日本の子役	59.75262,35.373391769545385
アクション俳優	71.73986,38.15616749130336
映画監督	35.705338,31.779130260724504
2014年の音楽	33.303596,31.536417944407688
アニメ音楽の作曲家	39.10218,33.0177917900612
2001年の映画	30.78254,31.70513591537628
男役	30.78254,32.14106390798439
1986年の音楽	32.424286,32.82705118184014
2003年の映画	29.482502,32.712503062300236
俳優	29.128681,32.790061564822174
2005年のアルバム	81.13368299999999,43.8869531586457
ポピュラーソング	44.54613,36.751211465458844
日本の女性モデル	28.724981,33.98340713599045
日本のファッション賞	29.497858,34.534288981135326
データ放送連動番組	33.303596,35.65081843968006
2014年のアルバム	51.71093,40.24401854745232
福岡市出身の人物	74.80751799999999,46.1209136571069
2002年のシングル	94.16243,51.10660016863238
日本の司会者	32.63768,37.72257425712661
静岡市出身の人物	72.112275,47.776039701701926
日本の演出家	30.78254,38.53827755167466
ユニバーサルミュージックジャパンのアルバム	109.675378,57.97967802649747
ウィンタースポーツを題材とした作品	42.66079,42.349853367168755
英語の姓	34.626385,40.83732561077966
地上デジタル放送推進大使	35.705338,41.488923208489744
日本の政治運動家	29.263002,40.29275030110675
R指定の映画	43.1875,44.366097259402984
日本語の個人名のローマ字表記	48.804092,46.36066099036325
2005年のシングル	87.914853,57.12152757954953
世田谷区の企業	70.73983799999999,53.6680768242472
1986年の楽曲	44.54613,47.22407209933729
石田燿子の楽曲	43.1875,47.802997724793975
2007年のテレビドラマ	42.66079,48.23121294989721
ミュージック・ビデオ・ディレクター	36.406937,47.2067679801808
東京都の学校	35.705338,47.52161755826974
アイスクリーム	41.481728,49.3521907530209
ザ・ベストテン1位獲得作品	79.476006,60.71332983424632
1982年竣工の建築物	30.78254,47.57354576792449
日本の女子中学校	35.705338,49.535891536241316
日本の女子高等学校	35.705338,50.002404050245545
登山を題材とした作品	30.644463,48.866624115890524
過去のビーイング系列所属者	29.657698,49.18581360308588
日本の映画監督	35.705338,51.396336490753136
2011年のアルバム	55.10981,57.819450177720974
バラード	39.10218,53.35320547871309
北野正人が制作した楽曲	50.377663,57.46167976283565
日本郵政グループ	30.78254,51.66227323596439
千葉県の学校	30.78254,52.14521099415832
過去のホリプロ所属者	30.360706,52.33373775544293
自然災害を扱った映画作品	29.482502,52.52454534412678
ラジオ番組のパーソナリティ・DJ	28.399927,52.615674859445036
1980年代の戯曲	35.705338,55.8439876544693
大阪府出身の人物	60.440238,64.44860725364076
1990年代のミュージカル	39.10218,57.942183502388495
神奈川県出身の人物	60.047875000000005,65.4559862262788
みどり会	40.847435,59.52928155778755
2014年のテレビドラマ	29.391914,56.0742231138422
アメリカ合衆国の戯曲	35.705338,58.69708760337468
高等学校を舞台としたテレビドラマ	30.78254,57.53381661039357
公開前の映画	29.657698,57.57428814069759
ソニー・ミュージックレコーズのシングル	99.157983,82.76002474276751
1986年のアルバム	32.424286,59.582821961540844
オリックスグループ	40.847435,63.107578522556224
吉本興業	58.675484999999995,70.28395729399409
日本の舞台作品	30.78254,60.69489464547334
日本の化粧品メーカー	30.78254,61.097856889199974
2003年のテレビドラマ	30.78254,61.73445960932636
私立中高一貫校	66.487878,75.8106580290129
放送前の番組	33.303596,63.711722175955686
サンミュージック	60.174454,74.66392865374988
2012年のテレビドラマ	29.391914,63.483275553611776
教師を主人公としたテレビドラマ	30.78254,64.89034559239091
台湾系日本人	30.78254,65.38770052691564
松本隆の楽曲によるアルバム	63.20682600000001,78.79719399754005
日本の映画音楽の作曲家	39.10218,70.96870794324495
原田真二が制作した楽曲	37.53719,70.92053081750466
1980年代のミュージカル	29.657698,68.22241762045151
尾崎亜美が制作した楽曲	37.175003,71.8737600791986
Mr.Children	32.48439,70.45621980704072
日本のドラマ映画	43.1875,75.34440997928643
日本の脚本家	30.78254,70.89764947396357
日本のロック・バンド	50.54048,79.75231289782552
1992年のアルバム	46.507298,79.13798969317091
過去のサンミュージック所属者	28.399927,71.97544762452002
カンヌ国際映画祭	30.78254,73.70035987577218
日本郵政グループ	30.78254,74.17428977813282
2013年の楽曲	39.10218,78.43097560057303
宝塚歌劇団57期生	30.78254,75.57389812700961
茨城県出身の人物	44.016987,82.4102837536306
映画主題歌	37.53719,80.2223614300011
2001年のアルバム	43.1875,83.30405757832794
2014年のシングル	49.93831,87.08861515132702
世田谷区の教育	41.481728,83.85341424022744
日本の放送作家	30.78254,80.01882246349932
日本の推理小説	59.3966,93.78652913387015
東京都の学校法人	41.481728,86.2852399226128
日本のアイドルグループ	28.15562,80.55506310149859
グラビアアイドル	30.519865,82.19312783887311
日本コロムビアのアーティスト	50.54048,92.4056001475192
望月ミネタロウ	29.482502,82.98579585800869
山田守	30.78254,84.30399306235955
ブロードウェイ・ミュージカル	29.657698,84.48540211835619
アサヒグループ	30.78254,85.59433000008487
ディストピア映画	29.482502,85.48785447036744
鹿児島県出身の人物	39.10218,90.74413671803667
Yumingが制作した楽曲	43.1875,93.4167784847412
広島県出身の人物	39.10218,92.06923946332203
宝塚歌劇団卒業生	30.78254,88.45963646197521
渋谷区の企業	40.847435,94.1573545530349
ディストピア漫画	29.482502,88.90424473878431
富山県出身の人物	39.10218,94.35808613230455
ポニーキャニオンのアルバム	55.10981,103.28654943226317
東京音楽大学出身の人物	35.705338,93.91972988898931
2000年のアルバム	35.705338,94.55603518640467
漫画を原作とする映画作品	29.482502,92.22685907132433
吉本興業の番組	44.016987,100.47293229300134
昭和時代戦前の建築	30.78254,94.66108081602395
群馬県出身の人物	35.705338,98.00115595634229
兵庫県出身の人物	35.705338,98.5527896505253
藤井隆	44.016987,103.77495805007025
テレパックのテレビドラマ	30.644463,97.32556934116009
日本コロムビアのアルバム	51.71093,109.42109695212017
逓信建築	30.78254,99.00699206631954
札幌市を舞台とした作品	42.66079,106.66127913246024
1997年のシングル	49.128494,111.11447664563724
鳥取県出身の人物	32.48439,102.5162181675555
全国私立寮制学校協議会	30.78254,102.11008007161887
日本のキーボーディスト	32.48439,103.73475439279692
爪	29.497858,102.84941290850456
