## IMINE2-J-001	cvs
岡山市の建築物	42.985317
世界基督教統一神霊協会	42.985317
市販清涼飲料水	42.985317
韓国の食文化	42.985317
ユニー	42.985317
ジンギスカン料理	42.985317
北海道の菓子	42.985317
菓子の商品名	42.985317
1979年竣工の建築物	42.985317
ビブレ	42.985317
北区 (岡山市)	42.985317
ソフトドリンク	42.985317
岡山県の商業施設	42.985317
1978年開業の鉄道駅	42.985317
日本の鉄道駅 う	42.985317
名古屋市交通局の鉄道駅	42.985317
天白区の交通	42.985317
名古屋市の鉄道駅	42.985317
1957年のアルバム	42.977245
ソニー・ロリンズのアルバム	42.977245
ブルーノート・レコードのアルバム	42.977245
ライブ・アルバム	42.977245
ニューヨーク市の建築物	42.972965
ジャズ・クラブ	42.972965
ニューヨーク市の音楽	42.972965
オリジナルキャラクター	42.739037
1977年生	42.501476
日本の俳優	42.501476
神奈川県出身の人物	42.501476
## IMINE2-J-050	キティちゃん
存命人物	1026.276141
日本の女性声優	247.61655199999998
ハローキティ	206.45161199999998
東京都出身の人物	197.499854
アイドル	175.940264
声優	157.78789099999997
日本のタレント	149.488462
グラビアアイドル	136.256676
コンピュータゲーム	126.819322
漫画	119.37301599999999
神奈川県出身の人物	106.91968800000001
人物	105.571348
キャラクター	104.698059
テレビ番組	99.68440999999999
日本の俳優	97.725742
サンリオの人物	96.906983
1959年生	95.650271
埼玉県出身の人物	86.02743699999999
千葉県出身の人物	81.27287
企業	79.164424
美術家	74.208531
サンリオ	73.973732
日本の編曲家	70.34948
日本の作曲家	70.34948
日本のアイドルグループ	69.431393
性風俗関係者	68.338013
ストリッパー	68.338013
日本の歌手グループ	68.115176
1984年生	67.05559600000001
日本のアイドル	63.841976
レースクイーン	63.289763
早稲田大学出身の人物	61.109826
日本の女性ファッションモデル	60.435188
キャラクターデザイナー	58.836973
高知県出身の人物	58.478571
オスカープロモーション	58.463396
1979年生	58.414287
1992年生	57.974436
ローカルタレント	57.904215
架空のネコ	56.87808
広島市出身の人物	56.427761000000004
日本の美術家	54.654268
北九州市出身の人物	54.53577
青二プロダクション	54.052913000000004
1960年生	53.70702
中部地方のマスコット	53.51614
1991年生	52.67936
日本の写真家	52.381228
1954年生	51.957411
大阪府出身の人物	51.708691
サンリオキャラクター	50.891102000000004
2010年のコンピュータゲーム	50.791585999999995
アダルトゲームのメーカー・ブランド	49.302088
アダルトゲーム	49.302088
週刊少年チャンピオンの漫画作品	48.503077000000005
ラジオ番組	48.129031999999995
アクションゲーム	48.061987
ライブアイドル	47.207390000000004
日本のミュージシャン	46.409403
過去の青二プロダクション所属者	45.266541000000004
81プロデュース	44.475817
日本の歌手	41.719112
新潟県出身の人物	41.719112
青山学院大学出身の人物	38.07001
鳩山家	38.07001
日本の実業家	38.07001
1974年生	38.07001
三菱商事の人物	38.07001
ハーバード大学出身の人物	38.07001
2000年のシングル	35.93778
広瀬香美の楽曲	35.93778
広瀬香美が制作した楽曲	35.93778
コマーシャルソング	35.93778
シングル	35.93778
三重県の学校	35.2944
三重県の自動車教習所	35.2944
伊勢市の学校	35.2944
自動車	35.2944
娯楽	34.980038
2010年代の玩具	34.980038
ブロック玩具	34.980038
アナウンサー	34.47421
NHKの契約アナウンサー	34.47421
生島企画室	34.47421
フリーアナウンサー	34.47421
日立製作所の人物	34.47421
滋賀県出身の人物	34.176228
ラジオ番組のパーソナリティ・DJ	34.176228
1950年代生	34.171276
架空の双子	34.047527
雑多な内容を箇条書きした節のある記事 - 2012年1月-4月	34.047527
林原めぐみ	34.047527
幼稚園 (雑誌)	34.047527
めばえ	34.047527
ジャパンアクションエンタープライズ	33.32511
1958年生	33.32511
日本の振付家	33.32511
日本のダンサー	33.32511
福島県出身の人物	32.879368
鉄道のマスコット	32.76223
金券のマスコット	32.76223
ICOCA	32.76223
哺乳類をモチーフにしたマスコット	32.76223
日本のファッション	32.382187
ファッション関係者	32.382187
日本のナレーター	31.815147
1968年生	31.815147
イトーヨーカ堂の歴史	31.549889
東京都のショッピングセンター	31.549889
建築	31.549889
1976年竣工の建築物	31.549889
東京都府中市の歴史	31.549889
お菓子系アイドル	30.962608
日テレジェニック	30.962608
1995年生	30.962608
スターダムに所属したプロレスラー	30.730875
覆面レスラー	30.730875
1987年生	30.410395
東京都中央区の企業	30.410395
日本の女性モデル	30.410395
靴のブランド	30.410395
日本のゴム製品メーカー	30.410395
青森県出身の人物	30.410395
スペースクラフト	29.299805
2002年のアルバム	29.292206
さだまさしのライブ・アルバム	29.292206
フリーフライトのアルバム	29.292206
アルバム	29.292206
スクーターの車種	29.174114
スズキのオートバイの車種	29.174114
オートバイ	29.174114
フジテレビの深夜番組	28.221348
フジテレビのバラエティ番組	28.221348
フジテレビの番組の企画	28.221348
架空のウサギ	28.060549
Popteenモデル	28.053001
1993年生	28.053001
日本のコレクター	27.768614
日本の芸術家	27.768614
日本の詩人	27.768614
日本の随筆家	27.768614
装幀家	27.768614
日本の小説家	27.768614
日本のノンフィクション作家	27.768614
全日本プロレス所属のプロレスラー	27.650116
プロレス・エグゼクティブ	27.650116
プロレス・トレーナー	27.650116
日本のプロレスラー	27.650116
プロレス解説者	27.650116
熊本県出身の人物	27.071404
日本の舞台監督	27.071404
石川県の交通	26.931234
野々市市	26.931234
中部地方のコミュニティバス	26.931234
日本の画家	26.885654
大阪市出身の人物	26.885654
1978年生	26.885654
フランス語の男性名	26.787727
英語の女性名	26.787727
過去のぷろだくしょんバオバブ所属者	26.740253
日用品	26.637554
工業製品	26.637554
和製英語	26.637554
装飾	26.637554
東宝芸能	26.635616
山村美紗	26.635616
京都市出身の人物	26.635616
岡崎市	26.584906
グラフィカルユーザインタフェース	26.34337
参照方法	26.327847
日本テレビ系アニメの放送枠	26.327847
ギターメーカー	26.256104
千葉県のスポーツ	26.0305
特定非営利活動法人 (スポーツ関係)	26.0305
関東地方の野球	26.0305
1998年のコンピュータゲーム	25.967937
イマジニアのゲームソフト	25.967937
ゲームボーイ用ソフト	25.967937
コンピュータゲームのクロスオーバー作品	25.967937
ラーメンチェーン	25.794735
中華人民共和国の事件	25.676167
中華人民共和国の知的財産法	25.676167
知的財産権	25.676167
盗作	25.676167
TOKYO FMの冠番組	25.63006
アニラジ	25.63006
インターネットラジオ番組	25.63006
1937年設立の企業	25.49536
岡山市中区の企業	25.49536
老舗企業 (江戸時代創業)	25.49536
鉄道	25.49536
駅弁製造業者	25.49536
トレーディングカードアーケードゲーム	25.483217
料理を題材とした作品	25.483217
PlayStation Portable用ソフト	25.308369
ブロックくずし	25.308369
中部地方の商店街	25.240005
山梨県の商業施設	25.240005
山梨県	25.240005
甲府市	25.240005
甲府市の地理	25.240005
岡山県出身の人物	25.010149
日本の漫画家	25.010149
漫画家	25.010149
日本の男性声優	24.921598
アダルトゲーム声優	24.921598
武蔵野美術大学出身の人物	24.665697
米原秀幸	24.654705
漫画作品	24.654705
俳優	24.649868
ホリプロ	24.649868
鹿児島県出身の人物	24.649868
1990年生	24.649868
1981年生	24.612614
日本の作家	24.612614
1990年開業の施設	24.582283
1987年設立の企業	24.582283
多摩市	24.582283
多摩市の企業	24.582283
日本のテーマパーク	24.582283
東京都の遊園地	24.582283
多摩ニュータウン	24.582283
架空の医師	24.574955
らんま1/2の登場人物	24.574955
あらすじの不十分な作品記事	24.345558
1990年のコンピュータゲーム	24.345558
コンパチヒーローシリーズ	24.345558
ファミリーコンピュータ用ソフト	24.345558
新宿区の企業	24.06274
日本の出版社	24.06274
アメリカ合衆国のテレビドラマ	24.045012
NBC	24.045012
整理が必要な項目	23.940077
早食い・大食いの人物	23.940077
壊れたファイルへのリンクがあるページ	23.940077
漫画評論家	23.930882
日本の映画評論家	23.930882
1939年生	23.930882
日本放送協会の人物	23.930882
映画関連の人物	23.930882
女装漫画	23.848372
フェティシズム	23.848372
学園漫画	23.848372
ギャグ漫画	23.848372
漫画作品	23.848372
生徒会を題材とした漫画作品	23.848372
茨城県の文化	23.727987
PlayStation用ソフト	23.716429
1997年のコンピュータゲーム	23.716429
GyaOのバラエティ番組	23.643005
大沢事務所	23.492428
日本の作詞家	23.46024
日本の音楽プロデューサー	23.46024
書籍	23.423512
バングラデシュ系日本人	23.394085
翻訳直後	23.394085
日本のアニメーター	23.380617
アニメのキャラクターデザイナー	23.380617
ゲームのグラフィッカー・原画家	23.380617
アニメ関係者	23.380617
スカ	23.316721
2006年のアルバム	23.316721
アニメソング	23.316721
2007年のアルバム	23.316721
1966年生	23.115078
日本のキーボーディスト	22.949163
ゲーム音楽の作曲家	22.949163
1949年生	22.65718
日本のイラストレーター	22.65718
東海テレビの帯番組	22.57286
フジテレビ系アニメの放送枠	22.57286
テレビ東京系アニメの放送枠	22.562355
アニメ	22.562355
孤島を舞台とした漫画	22.50572
ヤングチャンピオン烈	22.50572
宿泊施設を舞台とした漫画作品	22.50572
漫画作品	22.50572
継続中の作品	22.50572
CBCラジオの冠番組	22.498972
ハイパーナイト	22.498972
ネコを主人公にした物語	22.396282
LaLa	22.396282
漫画作品	22.396282
1965年生	22.324354
企業のマスコット	22.26753
今治市	22.26753
四国地方のマスコット	22.26753
建築物をモチーフにしたマスコット	22.26753
自治体のマスコット	22.26753
鳥をモチーフにしたマスコット	22.26753
日本大学出身の人物	22.237766
アキバ系アイドル	22.224003
アニプレックスのアーティスト	22.224003
ネコのAAキャラクター	22.219404
一社提供番組	22.217714
ニッポン放送のラジオ番組	22.217714
ラジオのバラエティ番組	22.217714
ラジオの教養番組	22.217714
村田製作所	22.217714
科学啓蒙	22.217714
1988年生	22.132963
1950年設立の企業	22.119175
日本の玩具メーカー	22.119175
昭和区の企業	22.119175
## IMINE2-J-051	視力 改善
目	259.64895400000006
眼科学	238.12775800000003
医学	214.51103349999997
眼疾患	191.709986
存命人物	112.127202
視覚障害	68.71357400000001
症候	57.572525
企業	57.104374500000006
視覚	56.2968095
海技従事者	48.134668000000005
日本の眼鏡店	44.819111500000005
視覚障害を持つ人物	44.385687
参照方法	35.294429
出典のページ番号が要望されている記事	24.419598
代謝内分泌疾患	23.36983
法	23.07067
日本の医事法	23.07067
廃止された日本の法律	23.07067
移植 (医療)	23.07067
術式	22.936278
コンタクトレンズ	22.784014
医療機器	22.707742
特別支援教育	22.380892
1975年生	22.380892
日本のパラリンピック選手	22.380892
日本のパラリンピック金メダリスト	22.380892
日本のパラリンピック銀メダリスト	22.380892
教育	22.380892
魚類	22.259928
パラリンピック金メダリスト	22.004795
動物	22.004795
タンパク質	21.792185
運転免許	21.755291999999997
イタチ科	21.749662
頭頸部の筋肉	21.718908
感染症	21.652531
色素	21.415517
名古屋市南区の企業	12.285263
日本の医療機器メーカー	12.285263
日本の医薬品メーカー	12.285263
1961年設立の企業	12.285263
名古屋市の画像提供依頼	12.285263
脳神経疾患	12.280317
忍術	12.255214
日本の歴史	12.255214
兵庫県の専修学校	12.242736
福岡県の専修学校	12.242736
障害者を対象とした施設	12.242736
北海道の専修学校	12.242736
厚生労働省	12.242736
日本の国立専修学校	12.242736
栃木県の専修学校	12.242736
耳鼻咽喉科学	12.146978
症候群	12.146978
聴覚	12.146978
神経学	12.139281
メイン州の企業	12.048279
群馬県出身の人物	11.974523
1963年生	11.974523
日本の男子ゴルファー	11.974523
日本の実業家	11.974523
天文学	11.825281
健康	11.825281
観測天文学	11.825281
漫画	11.679112
まんがライフ	11.679112
漫画作品	11.679112
4コマ漫画	11.679112
複数誌並行連載の漫画作品	11.679112
1979年に廃止された法	11.624919
1958年の法	11.624919
レーザー	11.490527
女子競艇選手	11.490527
1983年生	11.490527
三重県出身の人物	11.490527
滋賀県出身の人物	11.453075
東京工業大学出身の人物	11.453075
1988年生	11.453075
日本のボクサー	11.453075
1997年に廃止された法	11.445751
1979年の法	11.445751
航空自衛隊	11.413646
自衛官	11.413646
糖尿病	11.413646
海上自衛隊	11.413646
札幌市中央区の企業	11.347587
豊原市	11.347587
日本統治時代の南樺太の企業	11.347587
Touch! Generations	11.3270645
コンピュータゲーム	11.3270645
ニンテンドーDS用ソフト	11.3270645
日本のパラリンピック銅メダリスト	11.250928
日本の国政選挙の立候補経験者	11.250928
日本の競泳選手	11.250928
浜松市出身の人物	11.250928
みんなの党の人物	11.250928
予防医学	11.250928
学校保健	11.250928
医療検査	11.250928
ゴルフ	11.222595
視覚障害者のスポーツ	11.222595
レンズ	11.217215
別冊フレンド	11.2115965
かつて存在した日本の小売業者	11.2115965
SF漫画作品	11.2115965
かつて存在した山口県の企業	11.2115965
恋愛漫画	11.2115965
末次由紀	11.2115965
航空従事者	11.2115965
漫画作品	11.2115965
日本の国家資格	11.2115965
1994年設立の企業	11.2115965
大阪府出身の人物	11.129964
2012年没	11.129964
1923年生	11.129964
日本の職能団体	11.129964
日本の職業教育	11.129964
関西大学出身の人物	11.129964
福島県出身の人物	11.129964
福島放送のアナウンサー	11.129964
地上デジタル放送推進大使	11.129964
アナウンサー	11.129964
1982年生	11.129964
将棋棋士	11.129964
魚類学	11.129964
熱帯魚	11.129964
将棋棋士	11.129964
1981年生	11.129964
パラリンピック銀メダリスト	11.129964
フランスのパラリンピック選手	11.129964
フランスの陸上競技選手	11.129964
モロッコ系フランス人	11.129964
陸上競技選手	11.129964
スポーツ関係者	11.129964
徳島県出身の人物	11.129964
日本の柔道家	11.129964
日本の理学療法士	11.129964
2002年の映画	11.129964
シンガポールの映画作品	11.129964
タイを舞台とした映画作品	11.129964
視覚障害を扱った映画作品	11.129964
霊を題材とした映画	11.129964
香港のホラー映画	11.129964
ダイエーグループ	11.129964
東京都中央区の企業	11.129964
世田谷区の企業	11.129964
栃木県の歴史	11.129964
皇室の施設	11.129964
アロワナ目	11.129964
犬の品種	11.129964
心理検査	11.048965
教育評価	11.048965
確率論	11.048965
統計学	11.048965
試験	11.048965
事故	11.048965
技術問題	11.048965
災害	11.048965
調査	11.048965
特定疾患	11.048965
教育関連一覧	10.977592
日本の医療教育	10.977592
鍼灸養成施設	10.977592
差別	10.977592
おおぐま座	10.917354
恒星	10.917354
恒星の固有名	10.917354
神経	10.917354
明治大学出身の人物	10.874831
オリンピック卓球日本代表選手	10.874831
日本の卓球選手	10.874831
1976年生	10.874831
東京都出身の人物	10.874831
男子卓球選手	10.874831
選手兼任監督	10.874831
1986年生	10.874831
キプロスのパラリンピック選手	10.874831
キプロスの競泳選手	10.874831
パラリンピック銅メダリスト	10.874831
準絶滅危惧	10.874831
1720年生	10.874831
1793年没	10.874831
生物学	10.874831
ジュネーヴ出身の人物	10.874831
スイスの博物学者	10.874831
スイスの哲学者	10.874831
王立協会	10.874831
光学	10.874831
受容体	10.874831
生物学	10.874831
18世紀の学者	10.874831
プロ野球審判員	10.871031
野球関連の職業	10.871031
訓練	10.8468485
診断と治療	10.8468485
文人	10.818595
日本の小説家	10.818595
日本の著作家	10.818595
1947年生	10.818595
静岡県出身の人物	10.818595
自動車教習所	10.7777
日本の運転免許試験場	10.7777
医学手引書	10.773815
反復発作性の疾患	10.724248
経穴	10.724248
名古屋市出身の人物	10.656513
1991年没	10.656513
1913年生	10.656513
日本の眼科医	10.656513
1595年生	10.656513
1677年没	10.656513
イギリスの牧師	10.656513
ウィルトシャー出身の人物	10.656513
マサチューセッツ州の歴史	10.656513
英国人名事典	10.656513
アルペンスキー	10.656513
パラリンピック競技	10.656513
スキー	10.656513
神話	10.598486
障害の分類	10.598486
医薬品	10.540686
カロテノイド	10.540686
カルボン酸エステル	10.540686
台湾	10.540686
大学	10.540686
技術と職業学校	10.540686
苗栗県	10.540686
## IMINE2-J-052	肥満 予防
肥満	1266.1152250000002
健康	357.517377
指標	323.22645
栄養学	239.813972
医学	225.258842
症候	199.87931
美容	198.10067949999998
存命人物	148.563895
質量	118.806933
食餌制限	107.74215
トレーニング法	107.74215
病気	77.55984600000001
人体	77.12939800000001
食品	66.417464
スポーツ科学	66.133405
公衆衛生	65.748929
糖尿病	65.304053
代謝内分泌疾患	65.05666
秤	53.871075
美容整形	53.871075
1941年生	53.871075
1983年没	53.871075
ギネス世界記録保持者	53.871075
シアトル出身の人物	53.871075
性的嗜好	53.871075
フェティシズム	53.871075
医学	53.871075
科学における不正行為	53.871075
工学	53.871075
工業製品	53.871075
LGBTの文化	53.871075
メートル法	53.871075
研究倫理	53.871075
租税	53.871075
動物	53.871075
日本医学会	53.871075
日本学術会議協力学術研究団体	53.871075
スポーツ	53.871075
ヨーガ	53.871075
呼吸法	53.871075
1956年生	53.871075
Use dmy dates	53.871075
侮蔑	53.871075
アメリカ合衆国の医学者	53.871075
バーモント大学の教員	53.871075
メリーランド大学の教員	53.871075
日本の俗語	53.871075
婦人科疾患	23.53588
サイトカイン	23.2651375
免疫学	23.2651375
食事	23.166573999999997
ペプチドホルモン	22.871461
アレルギー疾患	22.750417
映画	22.7257595
生物学	22.565964
病理学	22.37117
増殖性疾患	13.367398
ヒト細胞	13.306463
顆粒球	13.306463
細胞生物学	13.306463
獣医内科学	13.0369
牛	13.0369
獣医学	13.0369
消費者	12.707147
医薬品	12.707147
アメリカ合衆国の民事手続法	12.707147
健康関連法規	12.707147
食品関連法規	12.707147
北米の食文化	12.707147
実際の出来事に基づいた映画作品	12.657232
角川映画	12.657232
美容を題材とした作品	12.657232
日本のドラマ映画	12.657232
2013年の映画	12.657232
料理・食べ物・食材をテーマとした映画	12.657232
日本のコメディ映画	12.657232
ワーナー・ブラザーズの作品	12.548774
ルーニー・テューンズの短編作品	12.548774
1941年のアニメ映画	12.548774
ファーストフードへの批判	12.546389
外食産業	12.546389
食文化	12.546389
生化学	12.410537
栄養素	12.410537
化学物質	12.410537
お笑い芸人	12.393663
過去の浅井企画所属者	12.393663
芸能人女子フットサル選手	12.393663
熊本県出身の人物	12.393663
お笑い芸人	12.393663
1975年生	12.393663
日本のタレント	12.312345
芸能用語	12.312345
学者	12.26233
アメリカ合衆国の小児科医	12.26233
群馬大学の教員	12.26233
ミシシッピ州の郡	12.26233
1977年生	12.26233
奈良県出身の人物	12.26233
概日リズム	12.19354
新宿区の企業	12.19354
日本の外科医	12.19354
1910年生	12.19354
1995年没	12.19354
イギリスの学者	12.19354
イギリスの生理学者	12.19354
時計	12.19354
栄養学者	12.19354
中つ国のドワーフ	12.146024
組織 (生物)	12.020076
生理学	12.020076
医療	12.020076
遺伝子疾患	12.020076
アメリカ合衆国の州都	11.9392805
オクラホマシティ	11.9392805
オクラホマ州の都市	11.9392805
レズビアンの人物	11.897544
アメリカ合衆国のフェミニスト	11.897544
アメリカ合衆国の歌手	11.897544
アメリカ合衆国出身のLGBTの音楽家	11.897544
アーカンソー州の人物	11.897544
1981年生	11.897544
歌手	11.897544
935年生	11.897544
暗殺された人物	11.897544
カンタブリア家	11.897544
レオンの君主	11.897544
966年没	11.897544
労働安全	11.877854
労働災害	11.877854
呼吸器疾患	11.877854
睡眠障害	11.877854
喫煙問題	11.877854
脂肪酸	11.810917
英語の女性名	11.810917
ケトン	11.810917
同名の地名	11.810917
日本大学の教員	11.810917
1947年生	11.810917
アメリカ合衆国のテレビ俳優	11.810917
アメリカ合衆国の映画俳優	11.810917
テキサス州の人物	11.810917
呼吸器学	11.724963
救急医学	11.724963
医療保険	11.724963
日本のたばこ対策	11.724963
日本の医療	11.724963
アメリカ合衆国の文化	11.679032
ファーストフード	11.679032
食文化	11.679032
コンプレックス	11.649222
産業	11.649222
消化器系および代謝系に作用する薬	11.5401745
1989年のアーケードゲーム	11.5401745
コンピュータゲーム	11.5401745
タイトーのゲームソフト	11.5401745
対戦型格闘ゲーム	11.5401745
1949年生	11.5401745
フリーアナウンサー	11.5401745
山口県出身の人物	11.5401745
日本の医師	11.5401745
日本の放送作家	11.5401745
1984年生	11.5401745
チリの歌手	11.5401745
医療機関	11.5401745
日本の医療機関 (医療法人)	11.5401745
松本市	11.5401745
長野県の医療機関	11.5401745
アミド	11.5401745
エステル	11.5401745
ダンス映画	11.5401745
ラクトン	11.5401745
血液	11.5401745
薬学	11.5401745
妊娠	11.5401745
改名提案	11.5401745
皮膚科学	11.5401745
2014年の映画	11.5401745
イギリスのロマンティック・コメディ映画	11.5401745
エフ・ホフマン・ラ・ロシュ	11.5401745
スポーツ関係者	11.4371
京都府出身の人物	11.4371
雑多な内容を箇条書きした節のある記事 - 2010年9月-12月	11.4371
早稲田大学出身の人物	11.4371
生年非公表	11.4371
日本のスポーツ指導者	11.4371
内分泌学	11.432978
子供	11.380379
生理活性物質	11.380379
ヨーロッパの君主の名前	11.380379
炭酸飲料	11.308498
医療検査	11.30374
予防医学	11.30374
ソフトドリンク	11.30374
死体	11.185585
動物	11.185585
整形外科学	11.185585
1949年の映画	11.185585
市川崑の監督映画	11.185585
新東宝	11.185585
日本のゲイビデオメーカー	11.146498
循環器病	11.146498
ソウル特別市の大学	11.146498
女子大学	11.146498
学校	11.146498
韓国の私立大学	11.146498
中国	11.146498
中華人民共和国	11.146498
労働問題	11.146498
社会問題	11.146498
労働	11.146498
ガンダムシリーズ	11.120591
ガンダムシリーズ漫画作品	11.120591
ギャグ漫画	11.120591
唐沢なをき	11.120591
宇宙世紀	11.120591
月刊ガンダムエースの漫画作品	11.120591
絵巻物	11.120591
漫画	11.120591
日本の国宝 (絵画)	11.120591
日本美術史	11.120591
漫画作品	11.120591
皮疹	11.025454
皮膚疾患	11.025454
## IMINE2-J-053	育毛
存命人物	247.27146950000002
企業	169.65245
化粧品メーカー・ブランド	111.68581549999999
美容	97.3230225
髪	91.9022465
医薬部外品	76.603315
ヘアケア製品	75.6809915
薬学	73.36036
皮膚疾患	71.56318
ファッション	70.750741
医薬品	63.3354705
日本の医薬品メーカー	61.544354
東京都出身の人物	60.486115
日本の化粧品メーカー	58.429291500000005
日本の健康食品メーカー	57.3358565
日本の俳優	54.06758
日本のサービス業	50.142053
工業製品	44.871677
渋谷区の企業	43.202408
漫画	41.4540855
病気	40.360417
日本の実業家	39.964147999999994
日本の工業製品メーカー	38.85619
新宿区の企業	38.637239
日本の化学工業メーカー	31.817068
医学	31.591451
テレビ番組	31.371131
花王	30.8093145
お笑い芸人	29.741184999999998
ヘアケア	29.419034
シングル	28.989098
化学	28.757083
参照方法	28.426246999999996
東証一部上場企業	26.940236
1988年生	26.342135999999996
千代田区の企業	25.683656999999997
ラクタム	23.4906315
1968年生	23.0606955
生物学	22.947257
吉本興業	20.546134
雑多な内容を箇条書きした節のある記事 - 2011年6月-8月	20.546134
継続中の作品	20.395440999999998
薬事法	19.901114
1973年生	19.468117999999997
ライオン (企業)	18.959417000000002
日用品	18.1883755
孤立	18.15318
長岡市の企業	18.15318
品川区の企業	17.5433555
1927年生	17.257507
徳島大学の教員	17.257507
日本の皮膚科医	17.257507
科学者	17.257507
日本の医学者	17.257507
日本の小説	16.912682
一般用医薬品	16.865242
第一三共	16.865242
植物	16.446064
生薬	16.446064
ウコギ科	16.446064
ラグビー	16.069069
大阪府出身の人物	16.069069
日本のラグビー選手	16.069069
1985年設立の企業	16.069069
名古屋市中区の企業	16.069069
スポーツ関係者	16.069069
早稲田大学ラグビー蹴球部の選手	16.069069
ドーピング違反選手	16.069069
ラグビー日本代表選手	16.069069
神戸製鋼コベルコスティーラーズ及びその前身チームの選手	16.069069
画像提供依頼	16.027721
大阪市中央区の企業	15.919804
剣劇俳優	15.830617
2006年設立の企業	15.746473
1968年設立の企業	15.746473
丸亀市の企業	15.746473
通信販売	15.746473
別府市の企業	15.746473
1967年設立の企業	15.739846
サポニン	15.7075
トリテルペン	15.7075
抗炎症薬	15.7075
カルボン酸塩	15.7075
カリウムの化合物	15.7075
甘味添加物	15.7075
アミン	15.575323
ヒドロキサム酸	15.575323
ピリジン	15.575323
防腐剤	15.575323
塩	15.575323
殺菌消毒薬	15.575323
性風俗関係者	15.520895
1976年生	15.520895
日本のAV男優	15.520895
群馬県出身の人物	15.520895
1987年設立の企業	15.520895
東京都中央区の企業	15.520895
入浴	15.41059
2008年設立の企業	15.41059
選手強化キャンペーン	15.41059
アース製薬	15.41059
コマーシャルソング	15.145387
MOON CHILDの楽曲	15.145387
エイベックス・グループの楽曲	15.145387
コピーライター	15.145387
静岡県出身の人物	15.145387
佐々木収が制作した楽曲	15.145387
1997年のシングル	15.145387
1966年生	14.914313
俳優	14.914313
1932年設立の企業	14.866396
神戸市中央区の企業	14.866396
尾張旭市の企業	14.412979
洗濯・理容・美容・浴場業	14.412979
2010年設立の企業	14.412979
漫画作品	14.070659
モーニングの漫画作品	14.070659
漫画のスピンオフ作品	14.070659
北海道の医療機関	13.843711
変ホ長調の曲	13.843711
佐賀県の医療機関	13.843711
Hideの楽曲	13.843711
大阪府の医療機関	13.843711
富山県の医療機関	13.843711
山口県の医療機関	13.843711
島根県の医療機関	13.843711
広島県の医療機関	13.843711
愛媛県の医療機関	13.843711
東京都の医療機関	13.843711
沖縄県の医療機関	13.843711
長崎県の医療機関	13.843711
青森県の医療機関	13.843711
高知県の医療機関	13.843711
1996年のシングル	13.843711
Hideが制作した楽曲	13.843711
アルカロイド	13.049583
性の文化	13.049583
代官山	13.049583
感染症	13.049583
1985年生	13.049583
埼玉県出身の人物	13.049583
日本のお笑いコンビ	13.049583
過去のソニー・ミュージックアーティスツ所属者	13.049583
奈良県出身の人物	13.049583
塩化物	13.049583
1957年生	13.049583
兵庫県出身の人物	13.049583
生年非公表	13.049583
日本の男性声優	13.049583
日本のナレーター	13.049583
マグネシウムの化合物	13.049583
人物	12.527299
1945年生	12.527299
精油	12.423758
ハーブ	12.423758
シソ科	12.423758
香辛料	12.423758
人体	12.423758
差別	12.423758
日本語の語句	12.423758
フジテレビの深夜番組	11.915954
土壌改良	11.915954
天然素材	11.915954
2007年のテレビ番組 (日本)	11.915954
かつて存在したフジテレビの年末年始特番	11.915954
フジテレビのバラエティ番組	11.915954
四日市市の企業	11.915954
1974年生	11.915954
山口県出身の人物	11.915954
日本のイラストレーター	11.915954
美術家	11.915954
草	11.915954
スポーツライター	11.915954
佐賀県出身の人物	11.915954
競馬	11.915954
競馬評論家	11.915954
ギリシア文字	11.915954
マメ科	11.915954
日本の外来種	11.915954
1959年生	11.915954
1969年設立の企業	11.20039
2013年のテレビ番組 (日本)	11.20039
関東・甲信越地方のバラエティ番組	11.20039
アメリカ系日本人	10.273067
京都市出身の人物	10.273067
1975年生	10.273067
二糖	10.273067
大阪市出身の人物	10.273067
関西大学出身の人物	10.273067
2ちゃんねるカテゴリ	10.273067
インターネット	10.273067
人物	10.273067
日本のタレント	10.273067
バブル景気	10.273067
東京都区部の専修学校	10.273067
共有筆名	10.273067
日本の漫画家	10.273067
アスペクト	10.273067
出版	10.273067
1984年生	10.273067
グラビアアイドル	10.273067
ミスマガジン	10.273067
日本のアイドル	10.273067
日本の歌手	10.273067
芸能人女子フットサル選手	10.273067
長野県出身の人物	10.273067
マングローブ	10.273067
十脚目	10.273067
プロクター・アンド・ギャンブルのブランド	10.273067
1984年の日本	10.273067
日本の女性史	10.273067
ダウンタウンのガキの使いやあらへんで!!	10.273067
日本テレビの番組の企画	10.273067
2010年代の特撮作品	10.273067
怪獣	10.273067
東京都港区の企業	10.273067
ギャグ漫画	10.273067
スーパージャンプ	10.273067
テクノスリラー	10.273067
徳弘正也	10.273067
漫画作品	10.273067
茨城県を舞台とした作品	10.273067
2002年設立	10.273067
学校	10.273067
新宿区の学校	10.273067
東京都の学校	10.273067
東京都の私立学校	10.273067
ホイチョイ・プロダクションズ	10.273067
モノテルペン	9.897674
含酸素複素環式化合物	9.897674
毒	9.897674
甲虫	9.897674
酸無水物	9.897674
1986年のテレビ番組 (日本)	9.897674
NHKのテレビ音楽番組	9.897674
大阪府発祥の企業	9.628047
国際合弁企業	9.628047
1978年生	9.628047
DRAGON GATE所属のプロレスラー	9.628047
日本のプロレスラー	9.628047
熊本市出身の人物	9.628047
